Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2017-18,20,POR,NBA,PF,27.0,3.0,189.0,7.5,0.449,0.133,0.3,8.7,22.3,15.6,10.8,1.3,1.3,20.9,20.0,-0.3,0.3,0.0,-0.003,-6.6,1.2,-5.5,-0.2,
2018-19,21,2TM,NBA,PF,21.0,0.0,178.0,4.7,0.377,0.132,0.17,10.2,27.6,19.1,8.0,1.6,0.5,24.0,17.7,-0.5,0.2,-0.2,-0.06,-7.1,0.0,-7.2,-0.2,
2018-19,21,POR,NBA,PF,18.0,0.0,145.0,3.1,0.372,0.114,0.159,9.8,28.0,19.1,6.2,1.3,0.0,25.4,18.4,-0.4,0.2,-0.3,-0.086,-7.9,-0.3,-8.2,-0.2,
2018-19,21,SAC,NBA,PF,3.0,0.0,33.0,11.7,0.405,0.222,0.222,12.2,25.6,18.7,15.6,2.8,2.6,16.8,14.9,0.0,0.1,0.0,0.053,-3.8,1.1,-2.7,0.0,
2019-20,22,2TM,NBA,PF,27.0,1.0,288.0,7.6,0.597,0.043,0.362,9.9,26.4,18.3,13.9,0.5,2.2,40.4,13.5,-0.2,0.2,0.0,0.004,-6.3,0.2,-6.0,-0.3,
2019-20,22,SAC,NBA,C,7.0,0.0,23.0,-0.1,0.512,0.0,0.5,9.6,25.1,17.1,11.5,2.1,8.3,55.1,20.5,-0.1,0.0,-0.1,-0.177,-15.4,3.7,-11.7,-0.1,
2019-20,22,POR,NBA,PF,20.0,1.0,265.0,8.2,0.605,0.047,0.349,10.0,26.5,18.3,14.1,0.4,1.6,38.5,12.9,-0.1,0.2,0.1,0.02,-5.5,-0.1,-5.5,-0.2,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,75.0,4.0,655.0,6.8,0.471,0.106,0.275,9.7,25.5,17.7,11.4,1.0,1.4,28.9,16.5,-0.9,0.7,-0.2,-0.015,-6.6,0.4,-6.2,-0.7,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,4.0,716.0,6.8,0.471,0.106,0.275,9.7,25.5,17.7,11.4,1.0,1.4,28.9,16.5,-1.0,0.8,-0.2,-0.015,-6.6,0.4,-6.2,-0.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR (3 Yrs),POR (3 Yrs),POR (3 Yrs),POR (3 Yrs),,65.0,4.0,599.0,6.8,0.474,0.102,0.272,9.5,25.6,17.7,11.1,0.9,1.1,28.3,16.5,-0.8,0.6,-0.2,-0.013,-6.4,0.3,-6.2,-0.6,
SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),,10.0,0.0,56.0,6.9,0.44,0.154,0.308,11.1,25.4,18.1,13.9,2.5,4.9,35.1,17.2,-0.1,0.1,0.0,-0.041,-8.6,2.1,-6.4,-0.1,
