Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2024-25,19,LAC,NBA,SG,3,0,4.3,0.7,1.0,0.667,0.3,0.7,0.5,0.3,0.3,1.0,0.833,0.0,0.0,0.0,0.7,0.7,0.0,0.3,0.0,0.3,0.0,1.7,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,4.3,0.7,1.0,0.667,0.3,0.7,0.5,0.3,0.3,1.0,0.833,0.0,0.0,0.0,0.7,0.7,0.0,0.3,0.0,0.3,0.0,1.7,
