Season,Team,Lg,Salary
2005-06,Toronto Raptors,NBA,"$1,388,400"
2006-07,Toronto Raptors,NBA,"$1,492,440"
2007-08,Toronto Raptors,NBA,"$1,596,600"
2008-09,Toronto Raptors,NBA,"$2,449,184"
2009-10,Denver Nuggets,NBA,"$884,881"
2010-11,Cleveland Cavaliers,NBA,"$992,680"
Career,(may be incomplete),,"$8,804,185"
