Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2005-06,23,LAL,NBA,C,3.0,0.0,25.0,4.3,7.2,0.6,0.0,0.0,4.3,7.2,0.6,0.6,7.2,8.6,0.833,5.8,4.3,10.1,0.0,0.0,1.4,2.9,7.2,15.8,
2006-07,24,LAL,NBA,C,4.0,0.0,48.0,3.7,10.5,0.357,0.0,0.0,3.7,10.5,0.357,0.357,5.2,7.5,0.7,4.5,4.5,9.0,0.7,1.5,0.7,0.7,6.0,12.7,
2007-08,25,LAL,NBA,C,19.0,0.0,187.0,2.7,6.9,0.389,0.0,0.0,2.7,6.9,0.389,0.389,1.9,3.3,0.588,1.2,4.0,5.2,1.0,0.4,3.5,1.7,7.9,7.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,28,NYK,NBA,C,4.0,4.0,75.0,3.8,5.8,0.667,0.0,0.0,3.8,5.8,0.667,0.667,3.4,4.8,0.7,1.9,3.4,5.3,1.9,0.5,2.9,1.4,1.9,11.0,
2011-12,29,MIA,NBA,C,12.0,7.0,121.0,3.0,5.4,0.556,0.0,0.0,3.0,5.4,0.556,0.556,0.9,3.3,0.273,3.3,6.0,9.2,0.3,0.3,2.4,1.8,6.8,6.8,
2012-13,30,LAC,NBA,C,5.0,0.0,59.0,4.3,6.1,0.7,0.0,0.0,4.3,6.1,0.7,0.7,1.2,2.4,0.5,2.4,2.4,4.9,0.0,0.6,1.8,1.2,8.5,9.8,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,47.0,11.0,515.0,3.3,6.6,0.495,0.0,0.0,3.3,6.6,0.495,0.495,2.4,4.1,0.586,2.4,4.3,6.7,0.8,0.5,2.6,1.6,6.6,8.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAL (3 Yrs),LAL (3 Yrs),LAL (3 Yrs),LAL (3 Yrs),,26.0,0.0,260.0,3.0,7.6,0.4,0.0,0.0,3.0,7.6,0.4,0.4,3.0,4.6,0.667,2.2,4.2,6.4,0.8,0.6,2.8,1.7,7.5,9.1,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,12.0,7.0,121.0,3.0,5.4,0.556,0.0,0.0,3.0,5.4,0.556,0.556,0.9,3.3,0.273,3.3,6.0,9.2,0.3,0.3,2.4,1.8,6.8,6.8,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,5.0,0.0,59.0,4.3,6.1,0.7,0.0,0.0,4.3,6.1,0.7,0.7,1.2,2.4,0.5,2.4,2.4,4.9,0.0,0.6,1.8,1.2,8.5,9.8,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,4.0,4.0,75.0,3.8,5.8,0.667,0.0,0.0,3.8,5.8,0.667,0.667,3.4,4.8,0.7,1.9,3.4,5.3,1.9,0.5,2.9,1.4,1.9,11.0,
