"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2005-06,23,LAL,NBA,C,23.0,1.0,161.0,0.5,5.4,1.0,0.567,0.233,0.1,0.1,0.0,0.5,0.588,0.143,0.667,0.667,,0.6,0.133,4.0,,,0.0,0.0,
2006-07,24,LAL,NBA,C,72.0,1.0,1087.0,0.549,6.3,0.996,0.519,0.168,0.112,0.198,0.004,0.551,0.676,0.378,0.333,0.491,0.0,0.673,0.131,34.0,1.0,0.0,0.0,0.0,
2007-08,25,LAL,NBA,C,78.0,21.0,1458.0,0.474,8.3,0.997,0.438,0.123,0.149,0.287,0.003,0.475,0.644,0.245,0.254,0.43,0.0,0.814,0.134,49.0,0.0,,0.0,0.0,
2008-09,26,GSW,NBA,C,79.0,26.0,1696.0,0.508,9.5,0.992,0.413,0.101,0.164,0.314,0.008,0.512,0.728,0.297,0.4,0.357,0.0,0.769,0.131,46.0,0.333,0.0,1.0,0.0,DPOY-15
2009-10,27,GSW,NBA,C,42.0,20.0,872.0,0.582,5.9,0.993,0.582,0.144,0.103,0.164,0.007,0.586,0.8,0.381,0.2,0.25,0.0,0.753,0.212,31.0,0.0,,0.0,0.0,
2010-11,28,NYK,NBA,C,64.0,21.0,1141.0,0.632,4.2,1.0,0.669,0.209,0.049,0.074,0.0,0.632,0.761,0.471,0.125,0.25,,0.748,0.209,31.0,,,0.0,0.0,
2011-12,29,2TM,NBA,C,17.0,5.0,279.0,0.576,4.2,0.97,0.576,0.273,0.091,0.03,0.03,0.594,0.789,0.222,0.667,0.0,0.0,0.684,0.152,5.0,0.0,,1.0,0.0,
2011-12,29,WAS,NBA,C,4.0,0.0,58.0,1.0,1.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,1.0,0.333,1.0,,,0.0,0.0,
2011-12,29,MIA,NBA,C,13.0,5.0,221.0,0.533,7.0,0.967,0.533,0.3,0.1,0.033,0.033,0.552,0.75,0.222,0.667,0.0,0.0,0.625,0.133,4.0,0.0,,1.0,0.0,
2012-13,30,LAC,NBA,C,65.0,0.0,701.0,0.505,3.0,1.0,0.691,0.278,0.01,0.021,0.0,0.505,0.612,0.296,0.0,0.0,,0.776,0.237,22.0,,,0.0,0.0,
2013-14,31,MIN,NBA,C,31.0,10.0,606.0,0.598,2.8,1.0,0.748,0.206,0.028,0.019,0.0,0.598,0.713,0.227,0.333,0.5,,0.672,0.271,26.0,,,0.0,0.0,
2014-15,32,MIN,NBA,C,2.0,0.0,19.0,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,473.0,105.0,8020.0,0.533,5.4,0.996,0.523,0.156,0.113,0.203,0.004,0.535,0.702,0.319,0.319,0.393,0.0,0.746,0.163,248.0,0.286,0.0,2.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,18.0,1390.0,0.533,,0.996,0.523,0.156,0.113,0.203,0.004,0.535,0.702,0.319,0.319,0.393,0.0,0.746,0.163,43.0,0.286,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAL (3 Yrs),LAL (3 Yrs),LAL (3 Yrs),LAL (3 Yrs),,173.0,23.0,2706.0,0.504,6.7,0.997,0.475,0.145,0.132,0.245,0.003,0.505,0.655,0.297,0.293,0.453,0.0,0.746,0.132,87.0,0.5,0.0,0.0,0.0,
GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),,121.0,46.0,2568.0,0.529,7.7,0.992,0.461,0.113,0.146,0.271,0.008,0.533,0.754,0.328,0.36,0.338,0.0,0.764,0.154,77.0,0.25,0.0,1.0,0.0,
MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),,33.0,10.0,625.0,0.598,2.8,1.0,0.748,0.206,0.028,0.019,0.0,0.598,0.713,0.227,0.333,0.5,,0.672,0.271,26.0,,,0.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,65.0,0.0,701.0,0.505,3.0,1.0,0.691,0.278,0.01,0.021,0.0,0.505,0.612,0.296,0.0,0.0,,0.776,0.237,22.0,,,0.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,64.0,21.0,1141.0,0.632,4.2,1.0,0.669,0.209,0.049,0.074,0.0,0.632,0.761,0.471,0.125,0.25,,0.748,0.209,31.0,,,0.0,0.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,13.0,5.0,221.0,0.533,7.0,0.967,0.533,0.3,0.1,0.033,0.033,0.552,0.75,0.222,0.667,0.0,0.0,0.625,0.133,4.0,0.0,,1.0,0.0,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,4.0,0.0,58.0,1.0,1.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,1.0,0.333,1.0,,,0.0,0.0,
