"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2007-08,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2008-09,23,POR,NBA,SG,78,4,1993,.425,18.8,.368,.159,.044,.049,.116,.632,.470,.720,.250,.258,.301,.399,.578,.893,.043,26,.249,.364,2,0,ROY-9
2009-10,24,POR,NBA,SG,62,2,1441,.378,19.6,.371,.106,.059,.085,.121,.629,.395,.622,.440,.222,.294,.368,.597,.827,.009,4,.252,.313,1,0,
2010-11,25,POR,NBA,SG,78,3,1821,.370,18.9,.372,.155,.059,.052,.106,.628,.453,.640,.206,.300,.393,.321,.392,.879,.017,8,.252,.363,1,0,
2011-12,26,DEN,NBA,SG,31,1,710,.440,18.7,.458,.151,.049,.071,.187,.542,.573,.824,.364,.500,.452,.328,.695,.975,.031,7,.246,.433,0,0,
2012-13,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,249,10,5965,.399,19.0,.381,.145,.053,.061,.123,.619,.463,.690,.296,.292,.352,.360,.547,.881,.026,45,.250,.359,4,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,3,1964,.399,19.0,.381,.145,.053,.061,.123,.619,.463,.690,.296,.292,.352,.360,.547,.881,.026,15,.250,.359,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR (3 Yrs),POR (3 Yrs),POR (3 Yrs),POR (3 Yrs),,218,9,5255,.394,19.1,.370,.144,.053,.060,.114,.630,.444,.671,.287,.258,.330,.364,.515,.871,.025,38,.251,.350,4,0,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,31,1,710,.440,18.7,.458,.151,.049,.071,.187,.542,.573,.824,.364,.500,.452,.328,.695,.975,.031,7,.246,.433,0,0,
