Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2011-12,22,DEN,NBA,PF,46,39,1037,6.3,10.7,.586,0.0,0.0,,6.3,10.7,.586,.586,3.8,5.7,.665,4.9,7.3,12.2,1.2,1.2,1.6,1.9,4.0,16.4,ROY-3
2012-13,23,DEN,NBA,PF,80,80,2248,6.1,11.0,.552,0.0,0.0,,6.1,11.0,.552,.552,2.6,4.3,.613,4.2,7.6,11.8,1.2,1.3,1.3,1.8,3.7,14.8,DPOY-17
2013-14,24,DEN,NBA,PF,80,77,2178,7.4,13.6,.545,0.0,0.0,.000,7.4,13.5,.547,.545,3.3,5.1,.650,3.9,7.4,11.3,1.6,1.2,1.1,2.2,3.2,18.1,
2014-15,25,DEN,NBA,PF,75,71,2086,6.4,12.7,.507,0.0,0.1,.125,6.4,12.6,.511,.507,3.4,5.0,.691,4.2,7.4,11.5,1.5,1.1,1.0,2.0,3.6,16.3,
2015-16,26,DEN,NBA,PF,67,64,1694,7.4,13.3,.558,0.0,0.0,.500,7.4,13.3,.558,.558,2.9,4.7,.613,5.0,7.4,12.3,1.7,0.7,1.3,1.9,3.6,17.7,
2016-17,27,DEN,NBA,PF,61,34,1296,6.3,11.6,.548,0.0,0.2,.000,6.3,11.4,.556,.548,3.6,5.2,.693,5.1,7.8,12.8,1.5,1.2,1.1,1.6,3.4,16.3,
2017-18,28,DEN,NBA,PF,32,7,461,5.9,11.6,.514,0.0,0.1,.000,5.9,11.5,.517,.514,2.8,4.0,.706,5.3,6.6,11.9,1.4,0.9,1.0,1.8,4.0,14.7,
2018-19,29,2TM,NBA,C,37,13,728,7.7,13.1,.589,0.4,1.2,.320,7.3,11.9,.617,.604,3.2,4.9,.646,4.8,7.6,12.4,1.0,0.8,1.1,1.6,4.1,19.0,
2018-19,29,BRK,NBA,C,12,0,118,7.6,12.8,.595,0.3,1.5,.200,7.3,11.3,.649,.607,3.1,4.9,.625,4.6,8.8,13.4,0.6,0.6,1.2,1.8,2.4,18.6,
2018-19,29,HOU,NBA,C,25,13,610,7.7,13.2,.587,0.4,1.2,.350,7.3,12.0,.611,.603,3.2,4.9,.651,4.8,7.3,12.2,1.1,0.9,1.1,1.6,4.4,19.1,
2019-20,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,478,385,11728,6.7,12.3,.546,0.0,0.1,.222,6.7,12.2,.550,.548,3.2,4.9,.654,4.5,7.4,11.9,1.4,1.1,1.2,1.9,3.6,16.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (7 Yrs),DEN (7 Yrs),DEN (7 Yrs),DEN (7 Yrs),,441,372,11000,6.7,12.3,.543,0.0,0.1,.100,6.7,12.2,.546,.544,3.2,4.9,.655,4.5,7.4,11.9,1.5,1.1,1.2,1.9,3.6,16.5,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,25,13,610,7.7,13.2,.587,0.4,1.2,.350,7.3,12.0,.611,.603,3.2,4.9,.651,4.8,7.3,12.2,1.1,0.9,1.1,1.6,4.4,19.1,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,12,0,118,7.6,12.8,.595,0.3,1.5,.200,7.3,11.3,.649,.607,3.1,4.9,.625,4.6,8.8,13.4,0.6,0.6,1.2,1.8,2.4,18.6,
