Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2024-25,22.0,HOU,NBA,SF,1,0,9:34,2,4,0.5,0,0,,0,0,,1,3,4,0,0,1,0,4
Career,,,NBA,,1,0,10,2,4,0.5,0,0,,0,0,,1,3,4,0,0,1,0,4
