"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2017-18,21.0,UTA,NBA,42:37,14.0,28.0,5.0,8.0,10.0,20.0,8.0,9.0,2.0,9.0,11.0,11.0,4.0,1.0,5.0,6.0,38.0,22.8
2018-19,22.0,UTA,NBA,41:48,11.0,27.0,4.0,12.0,8.0,19.0,12.0,17.0,3.0,5.0,7.0,6.0,3.0,1.0,5.0,5.0,34.0,22.3
2019-20,23.0,UTA,NBA,43:14,19.0,33.0,9.0,15.0,13.0,20.0,17.0,18.0,2.0,8.0,9.0,8.0,3.0,1.0,9.0,3.0,57.0,45.1
2020-21,24.0,UTA,NBA,40:11,16.0,30.0,9.0,15.0,10.0,17.0,13.0,15.0,1.0,8.0,9.0,10.0,2.0,1.0,5.0,5.0,45.0,33.1
2021-22,25.0,UTA,NBA,41:30,13.0,30.0,3.0,10.0,10.0,23.0,11.0,12.0,2.0,7.0,8.0,9.0,2.0,1.0,5.0,4.0,34.0,22.8
2022-23,26.0,CLE,NBA,44:05,14.0,30.0,6.0,16.0,8.0,14.0,4.0,6.0,1.0,7.0,7.0,13.0,3.0,1.0,6.0,4.0,38.0,30.6
2023-24,27.0,CLE,NBA,45:18,22.0,36.0,7.0,12.0,19.0,27.0,15.0,17.0,2.0,8.0,9.0,8.0,3.0,1.0,6.0,5.0,50.0,31.9
2024-25,28.0,CLE,NBA,37:39,15.0,30.0,7.0,13.0,14.0,23.0,17.0,21.0,5.0,7.0,9.0,9.0,4.0,1.0,5.0,4.0,48.0,38.1
Career,,,,45:18,22.0,36.0,9.0,16.0,19.0,27.0,17.0,21.0,5.0,9.0,11.0,13.0,4.0,1.0,9.0,6.0,57.0,45.1
,,,,,,,,,,,,,,,,,,,,,,
5 Seasons,,UTA,NBA,43:14,19.0,33.0,9.0,15.0,13.0,23.0,17.0,18.0,3.0,9.0,11.0,11.0,4.0,1.0,9.0,6.0,57.0,45.1
3 Seasons,,CLE,NBA,45:18,22.0,36.0,7.0,16.0,19.0,27.0,17.0,21.0,5.0,8.0,9.0,13.0,4.0,1.0,6.0,5.0,50.0,38.1
