Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2006-07,25,TOR,NBA,SF,3,0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.3,1.3,1.7,0.3,0.3,0.0,0.3,1.0,2.0,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.3,1.3,1.7,0.3,0.3,0.0,0.3,1.0,2.0,
