"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2011-12,20.0,UTA,NBA,34:27,7.0,12.0,2.0,4.0,6.0,10.0,7.0,10.0,4.0,5.0,7.0,6.0,2.0,1.0,4.0,4.0,18.0,14.8
2012-13,21.0,UTA,NBA,35:33,8.0,16.0,2.0,4.0,7.0,14.0,9.0,9.0,3.0,5.0,8.0,7.0,2.0,1.0,6.0,5.0,26.0,18.9
2013-14,22.0,UTA,NBA,41:56,13.0,19.0,3.0,5.0,13.0,18.0,14.0,16.0,3.0,7.0,9.0,8.0,4.0,2.0,5.0,6.0,34.0,29.5
2014-15,23.0,UTA,NBA,38:45,9.0,18.0,3.0,6.0,8.0,15.0,8.0,10.0,2.0,13.0,14.0,5.0,2.0,2.0,4.0,4.0,23.0,21.3
2015-16,24.0,UTA,NBA,37:02,9.0,22.0,4.0,6.0,8.0,19.0,11.0,15.0,2.0,6.0,7.0,8.0,2.0,2.0,4.0,5.0,24.0,17.4
2016-17,25.0,UTA,NBA,27:46,5.0,11.0,3.0,5.0,5.0,10.0,8.0,9.0,2.0,7.0,8.0,4.0,2.0,1.0,5.0,4.0,21.0,17.6
2017-18,26.0,UTA,NBA,31:12,11.0,17.0,4.0,6.0,9.0,12.0,7.0,9.0,2.0,7.0,8.0,5.0,2.0,2.0,4.0,5.0,28.0,25.6
2018-19,27.0,TOT,NBA,40:01,9.0,19.0,4.0,7.0,7.0,13.0,7.0,8.0,5.0,12.0,13.0,9.0,3.0,3.0,4.0,5.0,22.0,22.4
2018-19,27.0,UTA,NBA,26:30,7.0,15.0,4.0,6.0,5.0,12.0,6.0,7.0,1.0,4.0,5.0,4.0,1.0,1.0,3.0,3.0,22.0,18.1
2018-19,27.0,CLE,NBA,40:01,9.0,19.0,3.0,7.0,7.0,13.0,7.0,8.0,5.0,12.0,13.0,9.0,2.0,3.0,4.0,5.0,22.0,22.4
2018-19,27.0,SAC,NBA,21:08,4.0,5.0,0.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,9.0,10.4
2019-20,28.0,TOT,NBA,39:16,11.0,23.0,5.0,10.0,9.0,17.0,14.0,14.0,2.0,8.0,10.0,8.0,5.0,3.0,5.0,6.0,33.0,30.5
2019-20,28.0,GSW,NBA,39:16,11.0,23.0,5.0,10.0,9.0,17.0,14.0,14.0,2.0,8.0,10.0,8.0,5.0,3.0,5.0,6.0,33.0,30.5
2019-20,28.0,PHI,NBA,29:44,9.0,17.0,4.0,7.0,7.0,12.0,7.0,8.0,2.0,6.0,6.0,5.0,2.0,0.0,4.0,3.0,23.0,18.5
2020-21,29.0,NYK,NBA,40:48,11.0,20.0,6.0,12.0,6.0,15.0,9.0,11.0,2.0,10.0,10.0,8.0,3.0,2.0,5.0,4.0,30.0,22.7
2021-22,30.0,NYK,NBA,42:58,12.0,21.0,6.0,13.0,7.0,11.0,9.0,10.0,3.0,11.0,12.0,8.0,5.0,3.0,4.0,6.0,34.0,28.7
2022-23,31.0,DET,NBA,30:37,10.0,15.0,6.0,11.0,6.0,9.0,8.0,9.0,2.0,9.0,9.0,5.0,3.0,1.0,4.0,4.0,32.0,33.6
2023-24,32.0,TOT,NBA,34:14,11.0,20.0,8.0,14.0,4.0,10.0,11.0,12.0,2.0,7.0,7.0,7.0,3.0,2.0,3.0,4.0,34.0,29.1
2023-24,32.0,DET,NBA,34:14,11.0,20.0,8.0,14.0,4.0,9.0,11.0,12.0,2.0,7.0,7.0,7.0,3.0,2.0,3.0,4.0,34.0,29.1
2023-24,32.0,NYK,NBA,30:10,7.0,16.0,4.0,7.0,4.0,10.0,5.0,7.0,1.0,5.0,5.0,4.0,2.0,1.0,3.0,3.0,22.0,12.9
2024-25,33.0,MIA,NBA,34:47,8.0,18.0,6.0,14.0,3.0,5.0,6.0,7.0,2.0,8.0,9.0,4.0,3.0,1.0,3.0,3.0,24.0,17.7
Career,,,,42:58,13.0,23.0,8.0,14.0,13.0,19.0,14.0,16.0,5.0,13.0,14.0,9.0,5.0,3.0,6.0,6.0,34.0,33.6
,,,,,,,,,,,,,,,,,,,,,,
8 Seasons,,UTA,NBA,41:56,13.0,22.0,4.0,6.0,13.0,19.0,14.0,16.0,4.0,13.0,14.0,8.0,4.0,2.0,6.0,6.0,34.0,29.5
3 Seasons,,NYK,NBA,42:58,12.0,21.0,6.0,13.0,7.0,15.0,9.0,11.0,3.0,11.0,12.0,8.0,5.0,3.0,5.0,6.0,34.0,28.7
2 Seasons,,DET,NBA,34:14,11.0,20.0,8.0,14.0,6.0,9.0,11.0,12.0,2.0,9.0,9.0,7.0,3.0,2.0,4.0,4.0,34.0,33.6
