"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2006-07,20,LAL,NBA,PG,5.0,5.0,114.0,0.429,0.556,0.2,0.464,0.857,0.515,0.25,0.357,94.0,114.0,56.0,94.0,114.0,95.0,76.0,168.0,
2007-08,21,LAL,NBA,PG,21.0,0.0,360.0,0.383,0.38,0.386,0.457,0.875,0.488,0.139,0.383,84.0,79.0,107.0,92.0,116.0,90.0,45.0,172.0,
2008-09,22,LAL,NBA,PG,20.0,1.0,260.0,0.391,0.458,0.308,0.46,0.737,0.493,0.218,0.448,85.0,94.0,84.0,92.0,96.0,91.0,71.0,200.0,
2009-10,23,LAL,NBA,PG,23.0,0.0,301.0,0.404,0.409,0.4,0.511,0.692,0.526,0.138,0.532,88.0,83.0,113.0,102.0,91.0,97.0,46.0,240.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,29,MEM,NBA,PG,4.0,4.0,113.0,0.323,0.316,0.333,0.387,1.0,0.418,0.097,0.387,71.0,64.0,94.0,77.0,132.0,77.0,35.0,136.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,73.0,10.0,1148.0,0.389,0.415,0.355,0.466,0.793,0.495,0.163,0.437,85.0,85.0,99.0,93.0,104.0,91.0,54.0,193.0,
,,,,,,,,,,,,,,,,,,,,,,,,
LAL (4 Yrs),LAL (4 Yrs),LAL (4 Yrs),LAL (4 Yrs),,69.0,6.0,1035.0,0.395,0.425,0.357,0.474,0.782,0.503,0.17,0.441,86.0,87.0,99.0,95.0,103.0,93.0,55.0,199.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,4.0,4.0,113.0,0.323,0.316,0.333,0.387,1.0,0.418,0.097,0.387,71.0,64.0,94.0,77.0,132.0,77.0,35.0,136.0,
