"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2013-14,20.0,SAC,NBA,50:07,9.0,20.0,4.0,10.0,6.0,11.0,10.0,15.0,3.0,9.0,9.0,5.0,4.0,2.0,5.0,6.0,31.0,22.2
2014-15,21.0,SAC,NBA,46:36,10.0,18.0,4.0,10.0,8.0,12.0,10.0,12.0,2.0,7.0,9.0,7.0,4.0,2.0,5.0,6.0,27.0,21.2
2015-16,22.0,SAC,NBA,41:33,10.0,20.0,5.0,10.0,6.0,11.0,5.0,6.0,2.0,7.0,9.0,5.0,3.0,1.0,5.0,5.0,26.0,20.1
2016-17,23.0,SAC,NBA,42:16,9.0,17.0,6.0,10.0,8.0,12.0,7.0,9.0,3.0,10.0,10.0,4.0,4.0,1.0,4.0,5.0,22.0,20.1
2017-18,24.0,MEM,NBA,41:35,8.0,15.0,5.0,8.0,8.0,12.0,6.0,6.0,3.0,6.0,7.0,5.0,4.0,3.0,6.0,6.0,21.0,18.9
2018-19,25.0,SAC,NBA,18:16,7.0,10.0,4.0,6.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,20.0,16.3
2019-20,26.0,HOU,NBA,38:16,10.0,18.0,8.0,17.0,5.0,6.0,6.0,8.0,3.0,13.0,13.0,4.0,3.0,2.0,4.0,6.0,28.0,21.2
2020-21,27.0,TOT,NBA,38:01,7.0,16.0,7.0,14.0,5.0,8.0,6.0,7.0,3.0,6.0,7.0,4.0,3.0,2.0,3.0,5.0,21.0,15.0
2020-21,27.0,HOU,NBA,38:01,7.0,15.0,7.0,14.0,4.0,8.0,3.0,4.0,3.0,6.0,7.0,4.0,3.0,1.0,3.0,4.0,21.0,15.0
2020-21,27.0,LAL,NBA,29:17,7.0,16.0,6.0,12.0,5.0,6.0,6.0,7.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,5.0,20.0,13.7
2021-22,28.0,POR,NBA,32:11,10.0,22.0,8.0,18.0,4.0,8.0,7.0,7.0,2.0,5.0,5.0,4.0,3.0,2.0,3.0,5.0,28.0,21.4
Career,,,,50:07,10.0,22.0,8.0,18.0,8.0,12.0,10.0,15.0,3.0,13.0,13.0,7.0,4.0,3.0,6.0,6.0,31.0,22.2
,,,,,,,,,,,,,,,,,,,,,,
5 Seasons,,SAC,NBA,50:07,10.0,20.0,6.0,10.0,8.0,12.0,10.0,15.0,3.0,10.0,10.0,7.0,4.0,2.0,5.0,6.0,31.0,22.2
2 Seasons,,HOU,NBA,38:16,10.0,18.0,8.0,17.0,5.0,8.0,6.0,8.0,3.0,13.0,13.0,4.0,3.0,2.0,4.0,6.0,28.0,21.2
1 Season,,POR,NBA,32:11,10.0,22.0,8.0,18.0,4.0,8.0,7.0,7.0,2.0,5.0,5.0,4.0,3.0,2.0,3.0,5.0,28.0,21.4
1 Season,,MEM,NBA,41:35,8.0,15.0,5.0,8.0,8.0,12.0,6.0,6.0,3.0,6.0,7.0,5.0,4.0,3.0,6.0,6.0,21.0,18.9
1 Season,,LAL,NBA,29:17,7.0,16.0,6.0,12.0,5.0,6.0,6.0,7.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,5.0,20.0,13.7
