Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2023-24,27.0,NYK,NBA,PG,1,0,17:17,5,12,0.417,2,9,0.222,0,0,,2,4,5,1,0,1,0,12
2024-25,28.0,NYK,NBA,PG,1,1,8:17,1,5,0.2,1,4,0.25,0,0,,0,0,3,1,0,0,0,3
Career,,,NBA,,2,1,26,6,17,0.353,3,13,0.231,0,0,,2,4,8,2,0,1,0,15
