"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2016-17,25.0,WAS,NBA,32:21,4.0,12.0,1.0,3.0,4.0,10.0,4.0,4.0,3.0,7.0,10.0,9.0,2.0,2.0,3.0,4.0,12.0,12.0
2017-18,26.0,WAS,NBA,41:59,10.0,13.0,5.0,6.0,5.0,10.0,6.0,8.0,5.0,7.0,9.0,11.0,3.0,3.0,6.0,5.0,25.0,25.3
2018-19,27.0,WAS,NBA,48:07,8.0,13.0,4.0,7.0,6.0,10.0,10.0,12.0,4.0,9.0,12.0,11.0,6.0,1.0,6.0,5.0,21.0,23.8
2019-20,28.0,CHI,NBA,39:49,10.0,13.0,4.0,6.0,7.0,10.0,8.0,9.0,5.0,7.0,8.0,14.0,4.0,1.0,5.0,6.0,27.0,25.4
2020-21,29.0,CHI,NBA,34:25,8.0,11.0,2.0,5.0,6.0,8.0,7.0,7.0,3.0,7.0,7.0,11.0,3.0,2.0,4.0,6.0,19.0,22.8
2021-22,30.0,TOT,NBA,30:03,6.0,9.0,2.0,4.0,5.0,7.0,4.0,4.0,2.0,8.0,10.0,13.0,3.0,1.0,3.0,5.0,16.0,21.7
2021-22,30.0,NOP,NBA,25:25,4.0,6.0,1.0,4.0,4.0,6.0,3.0,4.0,2.0,4.0,5.0,6.0,3.0,1.0,2.0,4.0,9.0,12.2
2021-22,30.0,SAS,NBA,9:10,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.9
2021-22,30.0,WAS,NBA,30:03,6.0,9.0,2.0,2.0,5.0,7.0,4.0,4.0,2.0,8.0,10.0,13.0,2.0,1.0,3.0,5.0,16.0,21.7
Career,,,,48:07,10.0,13.0,5.0,7.0,7.0,10.0,10.0,12.0,5.0,9.0,12.0,14.0,6.0,3.0,6.0,6.0,27.0,25.4
,,,,,,,,,,,,,,,,,,,,,,
4 Seasons,,WAS,NBA,48:07,10.0,13.0,5.0,7.0,6.0,10.0,10.0,12.0,5.0,9.0,12.0,13.0,6.0,3.0,6.0,5.0,25.0,25.3
2 Seasons,,CHI,NBA,39:49,10.0,13.0,4.0,6.0,7.0,10.0,8.0,9.0,5.0,7.0,8.0,14.0,4.0,2.0,5.0,6.0,27.0,25.4
1 Season,,NOP,NBA,25:25,4.0,6.0,1.0,4.0,4.0,6.0,3.0,4.0,2.0,4.0,5.0,6.0,3.0,1.0,2.0,4.0,9.0,12.2
1 Season,,SAS,NBA,9:10,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.9
