Season,Team,Lg,Salary
2003-04,Los Angeles Lakers,NBA,"$366,931"
2004-05,Los Angeles Lakers,NBA,"$620,046"
2005-06,Los Angeles Lakers,NBA,"$1,250,000"
2006-07,Los Angeles Lakers,NBA,"$1,375,000"
2007-08,Los Angeles Lakers,NBA,"$4,000,000"
2008-09,Los Angeles Lakers,NBA,"$4,420,000"
2009-10,Los Angeles Lakers,NBA,"$4,840,000"
2010-11,Los Angeles Lakers,NBA,"$5,260,000"
2011-12,Los Angeles Lakers,NBA,"$5,680,000"
2012-13,Cleveland Cavaliers,NBA,"$6,091,363"
Career,(may be incomplete),,"$33,903,340"
