"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2020-21,22,WAS,NBA,EC1,PHI,L (1-4),5.0,23.4,11.8,5.8,0.6,1.0,2.0,22.0,26.0,0.846,0.0,0.0,22.0,26.0,0.846,0.846,15.0,24.0,0.625,14.0,15.0,29.0,3.0,5.0,10.0,3.0,17.0,59.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,25,DAL,NBA,WC1,LAC,W (4-2),6.0,18.2,6.2,3.5,0.5,0.5,0.8,13.0,28.0,0.464,0.0,0.0,13.0,28.0,0.464,0.464,11.0,15.0,0.733,10.0,11.0,21.0,3.0,3.0,5.0,4.0,9.0,37.0,
2023-24,25,DAL,NBA,WCS,OKC,W (4-2),6.0,23.2,11.0,7.5,1.3,0.2,2.0,25.0,41.0,0.61,0.0,0.0,25.0,41.0,0.61,0.61,16.0,29.0,0.552,14.0,31.0,45.0,8.0,1.0,12.0,7.0,9.0,66.0,
2023-24,25,DAL,NBA,WCF,MIN,W (4-1),5.0,24.6,10.8,6.8,0.4,0.2,2.6,24.0,32.0,0.75,0.0,0.0,24.0,32.0,0.75,0.75,6.0,9.0,0.667,9.0,25.0,34.0,2.0,1.0,13.0,7.0,16.0,54.0,
2023-24,25,DAL,NBA,FIN,BOS,L (1-4),5.0,14.8,8.0,4.4,0.4,0.2,0.6,16.0,22.0,0.727,0.0,0.0,16.0,22.0,0.727,0.727,8.0,12.0,0.667,9.0,13.0,22.0,2.0,1.0,3.0,1.0,4.0,40.0,
2 Yrs (5 Series),2 Yrs (5 Series),2 Yrs (5 Series),2 Yrs (5 Series),2 Yrs (5 Series),2 Yrs (5 Series),3-2,27.0,20.8,9.5,5.6,0.7,0.4,1.6,100.0,149.0,0.671,0.0,0.0,100.0,149.0,0.671,0.671,56.0,89.0,0.629,56.0,95.0,151.0,18.0,11.0,43.0,22.0,55.0,256.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),1-0,6.0,18.2,6.2,3.5,0.5,0.5,0.8,13.0,28.0,0.464,0.0,0.0,13.0,28.0,0.464,0.464,11.0,15.0,0.733,10.0,11.0,21.0,3.0,3.0,5.0,4.0,9.0,37.0,
EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),0-1,5.0,23.4,11.8,5.8,0.6,1.0,2.0,22.0,26.0,0.846,0.0,0.0,22.0,26.0,0.846,0.846,15.0,24.0,0.625,14.0,15.0,29.0,3.0,5.0,10.0,3.0,17.0,59.0,
WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),1-0,6.0,23.2,11.0,7.5,1.3,0.2,2.0,25.0,41.0,0.61,0.0,0.0,25.0,41.0,0.61,0.61,16.0,29.0,0.552,14.0,31.0,45.0,8.0,1.0,12.0,7.0,9.0,66.0,
WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),1-0,5.0,24.6,10.8,6.8,0.4,0.2,2.6,24.0,32.0,0.75,0.0,0.0,24.0,32.0,0.75,0.75,6.0,9.0,0.667,9.0,25.0,34.0,2.0,1.0,13.0,7.0,16.0,54.0,
FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),0-1,5.0,14.8,8.0,4.4,0.4,0.2,0.6,16.0,22.0,0.727,0.0,0.0,16.0,22.0,0.727,0.727,8.0,12.0,0.667,9.0,13.0,22.0,2.0,1.0,3.0,1.0,4.0,40.0,
