"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2008-09,21,PHI,NBA,C,79.0,2.0,1263.0,0.502,0.506,0.25,0.504,0.773,0.543,0.263,0.016,109.0,104.0,68.0,101.0,100.0,100.0,86.0,7.0,4.2,-1.8,
2009-10,22,PHI,NBA,C,62.0,1.0,1016.0,0.477,0.483,0.0,0.477,0.745,0.524,0.327,0.011,103.0,98.0,0.0,95.0,98.0,96.0,109.0,5.0,-20.6,-19.4,
2010-11,23,PHI,NBA,C,64.0,1.0,734.0,0.495,0.498,0.25,0.497,0.753,0.532,0.251,0.014,108.0,102.0,70.0,100.0,99.0,98.0,84.0,6.0,-1.0,-5.9,
2011-12,24,MEM,NBA,PF,60.0,54.0,1345.0,0.453,0.456,0.0,0.453,0.771,0.491,0.223,0.006,101.0,96.0,0.0,93.0,102.0,93.0,81.0,3.0,-33.6,-39.0,
2012-13,25,2TM,NBA,C,79.0,3.0,1300.0,0.445,0.448,0.3,0.448,0.771,0.498,0.3,0.017,98.0,93.0,84.0,90.0,102.0,93.0,111.0,7.0,-56.8,-48.7,
2012-13,25,MEM,NBA,C,40.0,2.0,579.0,0.429,0.43,0.4,0.433,0.716,0.474,0.271,0.02,95.0,89.0,111.0,87.0,95.0,89.0,100.0,8.0,-31.2,-33.6,
2012-13,25,CLE,NBA,C,39.0,1.0,721.0,0.457,0.461,0.2,0.458,0.806,0.515,0.32,0.015,101.0,95.0,56.0,92.0,107.0,96.0,118.0,6.0,-25.6,-15.1,
2013-14,26,GSW,NBA,C,79.0,3.0,982.0,0.441,0.455,0.258,0.45,0.821,0.507,0.303,0.07,97.0,93.0,72.0,90.0,109.0,94.0,107.0,27.0,-45.0,-33.9,
2014-15,27,GSW,NBA,C,76.0,9.0,1207.0,0.492,0.498,0.278,0.496,0.843,0.546,0.276,0.028,110.0,103.0,79.0,100.0,112.0,102.0,101.0,10.0,0.3,17.2,6MOY-7
2015-16,28,GSW,NBA,C,72.0,0.0,832.0,0.432,0.439,0.387,0.458,0.825,0.506,0.25,0.136,96.0,89.0,109.0,91.0,109.0,93.0,91.0,48.0,-40.3,-35.9,
2016-17,29,LAC,NBA,C,82.0,2.0,1286.0,0.445,0.52,0.372,0.539,0.876,0.584,0.25,0.505,97.0,103.0,104.0,105.0,113.0,106.0,92.0,160.0,28.0,39.0,
2017-18,30,ORL,NBA,C,52.0,3.0,675.0,0.395,0.448,0.369,0.519,0.727,0.539,0.158,0.668,86.0,88.0,102.0,100.0,95.0,97.0,63.0,198.0,-1.8,-13.1,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,705.0,78.0,10640.0,0.459,0.475,0.356,0.484,0.797,0.527,0.264,0.137,101.0,98.0,99.0,96.0,105.0,98.0,94.0,44.0,-166.6,-141.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,
GSW (3 Yrs),GSW (3 Yrs),GSW (3 Yrs),GSW (3 Yrs),,227.0,12.0,3021.0,0.46,0.47,0.333,0.472,0.831,0.523,0.276,0.072,102.0,96.0,94.0,95.0,110.0,97.0,99.0,26.0,-85.0,-52.6,
PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),,205.0,4.0,3013.0,0.492,0.496,0.176,0.493,0.757,0.533,0.283,0.014,107.0,102.0,48.0,99.0,99.0,98.0,94.0,6.0,-17.4,-27.1,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,100.0,56.0,1924.0,0.445,0.447,0.25,0.446,0.75,0.485,0.239,0.011,99.0,93.0,70.0,91.0,100.0,92.0,87.0,5.0,-64.8,-72.6,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,82.0,2.0,1286.0,0.445,0.52,0.372,0.539,0.876,0.584,0.25,0.505,97.0,103.0,104.0,105.0,113.0,106.0,92.0,160.0,28.0,39.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,52.0,3.0,675.0,0.395,0.448,0.369,0.519,0.727,0.539,0.158,0.668,86.0,88.0,102.0,100.0,95.0,97.0,63.0,198.0,-1.8,-13.1,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,39.0,1.0,721.0,0.457,0.461,0.2,0.458,0.806,0.515,0.32,0.015,101.0,95.0,56.0,92.0,107.0,96.0,118.0,6.0,-25.6,-15.1,
