"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2000-01,20,DAL,NBA,PF,18.0,0.0,65.0,0.571,0.571,,0.571,0.375,0.523,1.143,0.0,129.0,124.0,,121.0,50.0,101.0,370.0,0.0,2.8,0.2,
2001-02,21,2TM,NBA,PF,47.0,4.0,841.0,0.498,0.498,,0.498,0.6,0.526,0.415,0.0,112.0,107.0,,104.0,80.0,101.0,141.0,0.0,8.9,3.0,
2001-02,21,DAL,NBA,PF,18.0,0.0,162.0,0.538,0.538,,0.538,0.455,0.533,0.846,0.0,121.0,116.0,,113.0,60.0,102.0,289.0,0.0,3.2,0.9,
2001-02,21,DEN,NBA,PF,29.0,4.0,679.0,0.492,0.492,,0.492,0.647,0.525,0.356,0.0,111.0,106.0,,103.0,86.0,101.0,121.0,0.0,5.7,2.1,
2002-03,22,DEN,NBA,SF,77.0,27.0,1613.0,0.446,0.45,0.143,0.447,0.67,0.486,0.319,0.013,101.0,97.0,41.0,94.0,88.0,94.0,106.0,7.0,-29.2,-41.8,
2003-04,23,2TM,NBA,PF,60.0,8.0,783.0,0.443,0.449,0.0,0.443,0.735,0.503,0.413,0.015,101.0,98.0,0.0,94.0,98.0,97.0,136.0,8.0,-11.4,-6.2,
2003-04,23,ORL,NBA,PF,24.0,1.0,345.0,0.404,0.419,0.0,0.404,0.667,0.462,0.438,0.034,92.0,91.0,0.0,86.0,89.0,89.0,144.0,18.0,-11.9,-11.6,
2003-04,23,PHO,NBA,PF,36.0,7.0,438.0,0.473,0.473,,0.473,0.795,0.537,0.393,0.0,108.0,103.0,,100.0,106.0,104.0,130.0,0.0,0.5,5.4,
2004-05,24,NJN,NBA,PF,3.0,0.0,16.0,1.0,1.0,,1.0,1.0,1.064,2.0,0.0,223.0,213.0,,207.0,132.0,201.0,617.0,0.0,2.1,4.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,205.0,39.0,3318.0,0.46,0.464,0.1,0.46,0.659,0.501,0.375,0.01,104.0,100.0,29.0,97.0,87.0,97.0,125.0,6.0,-26.8,-40.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),,106.0,31.0,2292.0,0.458,0.461,0.143,0.459,0.664,0.496,0.329,0.009,103.0,100.0,41.0,97.0,88.0,96.0,110.0,5.0,-23.5,-39.7,
DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),,36.0,0.0,227.0,0.55,0.55,,0.55,0.421,0.529,0.95,0.0,124.0,119.0,,116.0,56.0,102.0,317.0,0.0,6.0,1.1,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,36.0,7.0,438.0,0.473,0.473,,0.473,0.795,0.537,0.393,0.0,108.0,103.0,,100.0,106.0,104.0,130.0,0.0,0.5,5.4,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,24.0,1.0,345.0,0.404,0.419,0.0,0.404,0.667,0.462,0.438,0.034,92.0,91.0,0.0,86.0,89.0,89.0,144.0,18.0,-11.9,-11.6,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,3.0,0.0,16.0,1.0,1.0,,1.0,1.0,1.064,2.0,0.0,223.0,213.0,,207.0,132.0,201.0,617.0,0.0,2.1,4.0,
