"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Unnamed: 19_level_0', 'Shoot')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 23_level_0', 'Awards')"
2000-01,20,DAL,NBA,PF,18.0,0.0,65.0,0.0,12.0,51.0,30.0,7.0,-3.3,-8.0,1.0,1.0,6.0,2.0,8.0,4.0,2.0,1.0,
2001-02,21,2TM,NBA,PF,47.0,4.0,841.0,0.0,2.0,27.0,67.0,4.0,0.6,6.2,16.0,9.0,60.0,5.0,30.0,79.0,9.0,25.0,
2001-02,21,DAL,NBA,PF,18.0,0.0,162.0,0.0,10.0,52.0,34.0,4.0,1.5,-3.2,3.0,3.0,9.0,1.0,7.0,11.0,0.0,3.0,
2001-02,21,DEN,NBA,PF,29.0,4.0,679.0,0.0,0.0,21.0,76.0,4.0,0.4,8.4,13.0,6.0,51.0,4.0,23.0,68.0,9.0,22.0,
2002-03,22,DEN,NBA,SF,77.0,27.0,1613.0,0.0,0.0,85.0,15.0,0.0,-10.9,-2.4,42.0,34.0,82.0,26.0,73.0,211.0,18.0,49.0,
2003-04,23,2TM,NBA,PF,60.0,8.0,783.0,0.0,1.0,44.0,48.0,7.0,-6.5,-0.8,13.0,16.0,55.0,11.0,35.0,43.0,7.0,18.0,
2003-04,23,ORL,NBA,PF,24.0,1.0,345.0,0.0,1.0,82.0,17.0,0.0,-6.4,1.6,7.0,6.0,19.0,6.0,17.0,16.0,3.0,10.0,
2003-04,23,PHO,NBA,PF,36.0,7.0,438.0,0.0,1.0,14.0,73.0,12.0,-6.5,-2.7,6.0,10.0,36.0,5.0,18.0,27.0,4.0,8.0,
2004-05,24,NJN,NBA,PF,3.0,0.0,16.0,0.0,0.0,0.0,100.0,0.0,13.8,15.6,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,205.0,39.0,3318.0,0.0,1.0,59.0,37.0,3.0,-6.6,0.1,72.0,60.0,205.0,44.0,148.0,339.0,36.0,93.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,16.0,1327.0,0.0,1.0,59.0,37.0,3.0,-6.6,0.1,29.0,24.0,82.0,18.0,59.0,136.0,14.0,37.0,
,,,,,,,,,,,,,,,,,,,,,,,
DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),,106.0,31.0,2292.0,0.0,0.0,66.0,33.0,1.0,-7.5,0.8,55.0,40.0,133.0,30.0,96.0,279.0,27.0,71.0,
DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),,36.0,0.0,227.0,0.0,11.0,52.0,33.0,5.0,0.1,-4.6,4.0,4.0,15.0,3.0,15.0,15.0,2.0,4.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,36.0,7.0,438.0,0.0,1.0,14.0,73.0,12.0,-6.5,-2.7,6.0,10.0,36.0,5.0,18.0,27.0,4.0,8.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,24.0,1.0,345.0,0.0,1.0,82.0,17.0,0.0,-6.4,1.6,7.0,6.0,19.0,6.0,17.0,16.0,3.0,10.0,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,3.0,0.0,16.0,0.0,0.0,0.0,100.0,0.0,13.8,15.6,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,
