Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2023-24,21.0,ORL,NBA,PF,1,0,18:55,3,9,0.333,0,4,0.0,0,0,,3,9,5,0,0,0,0,6
Career,,,NBA,,1,0,19,3,9,0.333,0,4,0.0,0,0,,3,9,5,0,0,0,0,6
