Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2019-20,26,HOU,NBA,SF,11.0,0.0,130.0,5.6,15.0,0.375,5.2,13.5,0.389,0.4,1.5,0.25,0.55,0.0,0.0,0.7,3.4,4.1,2.2,1.5,0.0,1.1,3.0,16.5,105.0,111.0,
2020-21,27,LAL,NBA,SG,4.0,0.0,36.0,2.8,12.8,0.222,2.8,8.5,0.333,0.0,4.3,0.0,0.333,0.0,0.0,1.4,8.5,10.0,1.4,1.4,0.0,1.4,7.1,8.5,74.0,112.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,15.0,0.0,166.0,5.0,14.5,0.347,4.7,12.4,0.381,0.3,2.1,0.143,0.51,0.0,0.0,0.9,4.4,5.3,2.1,1.5,0.0,1.2,3.9,14.8,99.0,111.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,11.0,0.0,130.0,5.6,15.0,0.375,5.2,13.5,0.389,0.4,1.5,0.25,0.55,0.0,0.0,0.7,3.4,4.1,2.2,1.5,0.0,1.1,3.0,16.5,105.0,111.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,4.0,0.0,36.0,2.8,12.8,0.222,2.8,8.5,0.333,0.0,4.3,0.0,0.333,0.0,0.0,1.4,8.5,10.0,1.4,1.4,0.0,1.4,7.1,8.5,74.0,112.0,
