Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2019-20,26,HOU,NBA,SF,11.0,0.0,130.0,4.2,11.1,0.375,3.9,10.0,0.389,0.3,1.1,0.25,0.55,0.0,0.0,0.6,2.5,3.0,1.7,1.1,0.0,0.8,2.2,12.2,
2020-21,27,LAL,NBA,SG,4.0,0.0,36.0,2.0,9.0,0.222,2.0,6.0,0.333,0.0,3.0,0.0,0.333,0.0,0.0,1.0,6.0,7.0,1.0,1.0,0.0,1.0,5.0,6.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,15.0,0.0,166.0,3.7,10.6,0.347,3.5,9.1,0.381,0.2,1.5,0.143,0.51,0.0,0.0,0.7,3.3,3.9,1.5,1.1,0.0,0.9,2.8,10.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,11.0,0.0,130.0,4.2,11.1,0.375,3.9,10.0,0.389,0.3,1.1,0.25,0.55,0.0,0.0,0.6,2.5,3.0,1.7,1.1,0.0,0.8,2.2,12.2,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,4.0,0.0,36.0,2.0,9.0,0.222,2.0,6.0,0.333,0.0,3.0,0.0,0.333,0.0,0.0,1.0,6.0,7.0,1.0,1.0,0.0,1.0,5.0,6.0,
