Season,Team,Lg,Salary
2010-11,Milwaukee Bucks,NBA,"$1,731,960"
2011-12,Milwaukee Bucks,NBA,"$1,861,920"
2012-13,Milwaukee Bucks,NBA,"$1,991,760"
2013-14,Milwaukee Bucks,NBA,"$3,053,368"
2014-15,Milwaukee Bucks,NBA,"$11,000,000"
2015-16,Milwaukee Bucks,NBA,"$1,865,547"
2016-17,Milwaukee Bucks,NBA,"$1,865,547"
2016-17,Cleveland Cavaliers,NBA,"$207,722"
2017-18,Milwaukee Bucks,NBA,"$1,865,547"
2018-19,Milwaukee Bucks,NBA,"$1,865,547"
2019-20,Milwaukee Bucks,NBA,"$1,865,547"
2020-21,Milwaukee Bucks,NBA,"$1,865,546"
2021-22,Milwaukee Bucks,NBA,"$1,865,547"
Career,(may be incomplete),,"$32,905,558"
