Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2021-22,20,BRK,NBA,SG,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,21,BRK,NBA,SG,2,0,16,10.0,23.4,0.429,0.0,6.7,0.0,10.0,16.7,0.6,0.429,0.0,0.0,0.0,3.3,3.3,3.3,0.0,0.0,3.3,6.7,20.1,76.0,122.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,3,0,16,10.0,23.4,0.429,0.0,6.7,0.0,10.0,16.7,0.6,0.429,0.0,0.0,0.0,3.3,3.3,3.3,0.0,0.0,3.3,6.7,20.1,76.0,122.0,
