Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2012-13,21,ATL,NBA,SG,4.0,0.0,24.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,23,ATL,NBA,SG,4.0,0.0,21.0,4.0,6.0,0.667,2.0,4.0,0.5,2.0,2.0,1.0,0.833,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,8.0,0.0,45.0,4.0,9.0,0.444,2.0,5.0,0.4,2.0,4.0,0.5,0.556,0.0,0.0,1.0,4.0,5.0,3.0,0.0,0.0,2.0,4.0,10.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,461.0,41.0,92.0,0.444,21.0,51.0,0.4,21.0,41.0,0.5,0.556,0.0,0.0,10.0,41.0,51.0,31.0,0.0,0.0,21.0,41.0,103.0,0.0,
