"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2004-05,22,WAS,NBA,PF,3.0,0.0,60.0,0.385,5.9,1.0,0.462,0.231,0.231,0.077,0.0,0.385,0.333,0.0,1.0,0.0,0.6,0.077,1.0,0.0,0.0,
2005-06,23,LAL,NBA,C,7.0,7.0,225.0,0.523,4.3,1.0,0.508,0.4,0.092,0.0,0.0,0.523,0.758,0.308,0.167,,0.529,0.154,10.0,0.0,0.0,
2006-07,24,LAL,NBA,C,5.0,5.0,133.0,0.528,2.6,1.0,0.611,0.389,0.0,0.0,0.0,0.528,0.682,0.286,,,0.789,0.167,5.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,26,DET,NBA,C,3.0,0.0,48.0,0.375,3.1,1.0,0.625,0.375,0.0,0.0,0.0,0.375,0.4,0.333,,,0.333,0.0,0.0,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,18.0,12.0,466.0,0.5,4.0,1.0,0.541,0.377,0.074,0.008,0.0,0.5,0.667,0.283,0.444,0.0,0.607,0.139,16.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,55.0,2123.0,0.5,4.0,1.0,0.541,0.377,0.074,0.008,0.0,0.5,0.667,0.283,0.444,0.0,0.607,0.139,73.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),,12.0,12.0,358.0,0.525,3.5,1.0,0.545,0.396,0.059,0.0,0.0,0.525,0.727,0.3,0.167,,0.623,0.158,15.0,0.0,0.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,3.0,0.0,48.0,0.375,3.1,1.0,0.625,0.375,0.0,0.0,0.0,0.375,0.4,0.333,,,0.333,0.0,0.0,0.0,0.0,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,3.0,0.0,60.0,0.385,5.9,1.0,0.462,0.231,0.231,0.077,0.0,0.385,0.333,0.0,1.0,0.0,0.6,0.077,1.0,0.0,0.0,
