"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2011-12,21,NYK,NBA,EC1,MIA,L (1-4),1.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,
2012-13,22,NYK,NBA,EC1,BOS,W (4-2),6.0,28.5,9.0,6.8,1.3,1.8,0.5,19.0,42.0,0.452,10.0,19.0,0.526,9.0,23.0,0.391,0.571,6.0,8.0,0.75,10.0,31.0,41.0,8.0,11.0,3.0,7.0,21.0,54.0,
2012-13,22,NYK,NBA,ECS,IND,L (2-4),6.0,27.7,9.7,5.2,1.3,0.3,0.0,22.0,58.0,0.379,8.0,23.0,0.348,14.0,35.0,0.4,0.448,6.0,6.0,1.0,8.0,23.0,31.0,8.0,2.0,0.0,7.0,15.0,58.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,24,CLE,NBA,EC1,BOS,W (4-0),4.0,29.0,7.0,5.5,0.5,1.0,1.0,7.0,15.0,0.467,2.0,8.0,0.25,5.0,7.0,0.714,0.533,12.0,12.0,1.0,4.0,18.0,22.0,2.0,4.0,4.0,1.0,10.0,28.0,
2014-15,24,CLE,NBA,ECS,CHI,W (4-2),6.0,36.2,12.7,4.5,1.7,1.3,1.0,28.0,69.0,0.406,14.0,39.0,0.359,14.0,30.0,0.467,0.507,6.0,8.0,0.75,9.0,18.0,27.0,10.0,8.0,6.0,1.0,10.0,76.0,
2014-15,24,CLE,NBA,ECF,ATL,W (4-0),4.0,36.8,9.5,6.5,1.8,0.5,0.5,13.0,37.0,0.351,9.0,21.0,0.429,4.0,16.0,0.25,0.473,3.0,6.0,0.5,4.0,22.0,26.0,7.0,2.0,2.0,4.0,11.0,38.0,
2014-15,24,CLE,NBA,FIN,GSW,L (2-4),6.0,35.8,6.5,3.8,0.7,1.8,0.7,11.0,43.0,0.256,8.0,25.0,0.32,3.0,18.0,0.167,0.349,9.0,14.0,0.643,6.0,17.0,23.0,4.0,11.0,4.0,7.0,19.0,39.0,
2015-16,25,CLE,NBA,EC1,DET,W (4-0),4.0,15.3,2.5,3.8,1.0,0.5,0.0,4.0,13.0,0.308,2.0,7.0,0.286,2.0,6.0,0.333,0.385,0.0,0.0,,3.0,12.0,15.0,4.0,2.0,0.0,1.0,7.0,10.0,
2015-16,25,CLE,NBA,ECS,ATL,W (4-0),4.0,17.3,6.0,2.0,1.8,0.8,0.0,9.0,14.0,0.643,4.0,6.0,0.667,5.0,8.0,0.625,0.786,2.0,4.0,0.5,3.0,5.0,8.0,7.0,3.0,0.0,1.0,9.0,24.0,
2015-16,25,CLE,NBA,ECF,TOR,W (4-2),6.0,18.2,2.5,2.2,0.8,0.7,0.2,5.0,10.0,0.5,3.0,6.0,0.5,2.0,4.0,0.5,0.65,2.0,4.0,0.5,1.0,12.0,13.0,5.0,4.0,1.0,4.0,10.0,15.0,
