Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2014-15,20,BOS,NBA,PG,67.0,38.0,1808.0,3.5,9.5,0.367,1.8,5.4,0.335,1.7,4.1,0.41,0.462,1.6,2.5,0.646,1.2,3.2,4.4,4.1,2.0,0.4,1.8,3.5,10.4,ROY-5
2015-16,21,BOS,NBA,PG,61.0,10.0,1667.0,4.0,11.4,0.348,1.3,5.2,0.253,2.7,6.2,0.427,0.405,2.8,3.6,0.777,1.6,3.9,5.5,4.0,2.0,0.4,1.7,4.0,12.1,
2016-17,22,BOS,NBA,SG,79.0,24.0,2399.0,4.0,11.2,0.359,1.4,5.0,0.283,2.6,6.3,0.42,0.422,3.0,3.8,0.812,1.2,3.4,4.6,5.5,1.9,0.5,2.4,2.9,12.5,
2017-18,23,BOS,NBA,SG,54.0,11.0,1614.0,4.2,11.5,0.367,1.7,5.6,0.301,2.5,5.9,0.429,0.44,2.2,3.0,0.729,1.0,3.3,4.2,5.8,1.6,0.5,2.9,3.0,12.3,
2018-19,24,BOS,NBA,SG,80.0,60.0,2200.0,3.9,9.3,0.422,2.1,5.7,0.364,1.8,3.6,0.511,0.533,1.7,2.1,0.806,0.9,2.9,3.8,5.3,2.3,0.5,2.0,3.3,11.6,"DPOY-8,DEF1"
2019-20,25,BOS,NBA,SG,60.0,40.0,1919.0,4.8,12.8,0.375,2.6,7.4,0.347,2.2,5.4,0.415,0.476,2.4,2.9,0.836,0.8,3.4,4.2,5.5,1.9,0.5,1.9,3.0,14.6,"DPOY-6,DEF1"
2020-21,26,BOS,NBA,PG,48.0,45.0,1581.0,4.6,11.6,0.398,2.1,6.4,0.33,2.5,5.2,0.482,0.489,2.9,3.7,0.79,0.8,3.0,3.8,6.2,1.6,0.5,2.2,2.9,14.3,
2021-22,27,BOS,NBA,PG,71.0,71.0,2296.0,4.7,11.3,0.418,1.9,5.6,0.331,2.8,5.6,0.506,0.501,2.2,2.8,0.793,0.7,3.6,4.2,6.5,1.9,0.3,2.5,2.5,13.5,"DPOY-1,DEF1"
2022-23,28,BOS,NBA,PG,61.0,61.0,1957.0,4.6,11.1,0.415,2.1,6.3,0.336,2.5,4.8,0.519,0.511,1.6,2.2,0.746,0.8,2.7,3.5,7.0,1.7,0.4,2.6,3.2,12.9,
2023-24,29,MEM,NBA,PG,20.0,20.0,605.0,6.1,14.1,0.43,2.5,8.0,0.313,3.6,6.1,0.583,0.519,2.6,3.3,0.768,0.4,2.8,3.2,5.1,2.4,0.3,3.7,3.2,17.2,
2024-25,30,2TM,NBA,PG,34.0,7.0,680.0,5.3,13.6,0.393,2.6,7.5,0.348,2.8,6.1,0.448,0.488,2.9,3.8,0.761,1.0,2.9,3.8,5.8,2.1,0.5,2.9,2.8,16.1,
2024-25,30,MEM,NBA,PG,19.0,6.0,400.0,4.8,13.3,0.358,2.6,8.1,0.322,2.2,5.2,0.414,0.456,2.7,3.2,0.833,1.3,2.6,3.9,6.4,2.1,0.5,3.2,2.8,14.9,
2024-25,30,WAS,NBA,PG,15.0,1.0,280.0,6.2,14.0,0.44,2.6,6.6,0.392,3.6,7.5,0.483,0.532,3.1,4.5,0.686,0.5,3.2,3.7,4.9,2.1,0.4,2.4,2.8,18.0,
2025-26,31,LAL,NBA,SG,12.0,9.0,338.0,3.9,9.8,0.402,1.4,6.0,0.232,2.6,3.8,0.667,0.473,3.2,3.4,0.938,0.7,2.3,3.1,4.0,2.6,0.2,2.8,3.8,12.5,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,647.0,396.0,19064.0,4.4,11.2,0.388,1.9,5.9,0.322,2.4,5.3,0.463,0.474,2.3,3.0,0.779,1.0,3.2,4.2,5.5,1.9,0.4,2.3,3.1,12.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS (9 Yrs),BOS (9 Yrs),BOS (9 Yrs),BOS (9 Yrs),,581.0,360.0,17441.0,4.3,11.0,0.386,1.9,5.8,0.323,2.4,5.2,0.456,0.471,2.3,2.9,0.777,1.0,3.3,4.2,5.6,1.9,0.4,2.2,3.1,12.7,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,39.0,26.0,1005.0,5.6,13.8,0.403,2.5,8.0,0.317,3.0,5.8,0.522,0.495,2.6,3.3,0.793,0.7,2.7,3.4,5.6,2.3,0.4,3.5,3.0,16.3,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,15.0,1.0,280.0,6.2,14.0,0.44,2.6,6.6,0.392,3.6,7.5,0.483,0.532,3.1,4.5,0.686,0.5,3.2,3.7,4.9,2.1,0.4,2.4,2.8,18.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,12.0,9.0,338.0,3.9,9.8,0.402,1.4,6.0,0.232,2.6,3.8,0.667,0.473,3.2,3.4,0.938,0.7,2.3,3.1,4.0,2.6,0.2,2.8,3.8,12.5,
