Season,Team,Lg,Salary
2013-14,New York Knicks,NBA,"$1,196,760"
2014-15,New York Knicks,NBA,"$1,250,640"
2015-16,Atlanta Hawks,NBA,"$1,304,520"
2016-17,Atlanta Hawks,NBA,"$2,281,605"
2017-18,New York Knicks,NBA,"$16,500,000"
2018-19,Dallas Mavericks,NBA,"$17,325,000"
2019-20,Dallas Mavericks,NBA,"$18,150,000"
2020-21,Dallas Mavericks,NBA,"$18,975,000"
2021-22,Dallas Mavericks,NBA,"$21,306,816"
2022-23,Dallas Mavericks,NBA,"$19,602,273"
2023-24,Dallas Mavericks,NBA,"$17,897,728"
2024-25,Detroit Pistons,NBA,"$16,193,183"
Career,(may be incomplete),,"$151,983,525"
