"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2015-16,23,ATL,NBA,SG,9.0,0.0,87.0,0.269,0.417,0.143,0.308,0.667,0.349,0.231,0.538,60.0,85.0,40.0,61.0,88.0,65.0,84.0,189.0,
2016-17,24,ATL,NBA,SG,6.0,6.0,200.0,0.329,0.4,0.262,0.396,0.632,0.426,0.232,0.512,72.0,79.0,73.0,77.0,82.0,77.0,86.0,162.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,27,DAL,NBA,SG,6.0,6.0,204.0,0.421,0.512,0.352,0.521,0.727,0.536,0.116,0.568,92.0,98.0,98.0,99.0,94.0,95.0,45.0,148.0,
2020-21,28,DAL,NBA,SG,7.0,7.0,262.0,0.416,0.432,0.404,0.53,0.75,0.551,0.158,0.564,89.0,81.0,110.0,98.0,96.0,96.0,64.0,144.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,31,DAL,NBA,SF,14.0,0.0,178.0,0.379,0.429,0.351,0.491,0.5,0.496,0.138,0.638,80.0,79.0,96.0,90.0,64.0,85.0,56.0,162.0,
2024-25,32,DET,NBA,SG,6.0,6.0,188.0,0.338,0.421,0.308,0.451,0.8,0.477,0.141,0.732,72.0,77.0,85.0,83.0,103.0,83.0,58.0,174.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,48.0,25.0,1119.0,0.374,0.441,0.328,0.471,0.686,0.492,0.162,0.591,81.0,84.0,91.0,89.0,89.0,87.0,63.0,158.0,
,,,,,,,,,,,,,,,,,,,,,,,,
DAL (3 Yrs),DAL (3 Yrs),DAL (3 Yrs),DAL (3 Yrs),,27.0,13.0,644.0,0.409,0.462,0.372,0.518,0.686,0.533,0.138,0.583,88.0,87.0,102.0,97.0,88.0,93.0,55.0,150.0,
ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),,15.0,6.0,287.0,0.315,0.404,0.232,0.375,0.64,0.408,0.231,0.519,69.0,81.0,65.0,73.0,83.0,74.0,85.0,169.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,6.0,6.0,188.0,0.338,0.421,0.308,0.451,0.8,0.477,0.141,0.732,72.0,77.0,85.0,83.0,103.0,83.0,58.0,174.0,
