"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2014-15,20.0,NMSTATE,34,1048,166,290,0,2,104,137,111,262,45,28,61,64,88,436,0.572,0.0,0.759,30.8,12.8,7.7,1.3
2015-16,21.0,NMSTATE,34,1176,275,510,3,15,137,202,132,395,58,34,75,67,92,690,0.539,0.2,0.678,34.6,20.3,11.6,1.7
Career,,,68,2224,441,800,3,17,241,339,243,657,103,62,136,131,180,1126,0.551,0.176,0.711,32.7,16.6,9.7,1.5
