"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2007-08,22,WAS,NBA,SG,75.0,2.0,1158.0,0.439,0.45,0.4,0.481,0.815,0.527,0.259,0.209,96.0,93.0,111.0,97.0,108.0,97.0,85.0,94.0,-15.5,-14.4,
2008-09,23,WAS,NBA,SG,82.0,5.0,1837.0,0.444,0.473,0.341,0.481,0.85,0.53,0.255,0.217,97.0,97.0,93.0,96.0,110.0,97.0,83.0,97.0,-27.7,-23.6,
2009-10,24,WAS,NBA,SG,74.0,23.0,1421.0,0.418,0.423,0.406,0.479,0.8,0.519,0.233,0.305,91.0,86.0,114.0,96.0,105.0,96.0,78.0,137.0,-23.8,-29.0,
2010-11,25,WAS,NBA,SG,64.0,40.0,2034.0,0.441,0.462,0.387,0.497,0.816,0.538,0.244,0.29,96.0,95.0,108.0,100.0,107.0,99.0,81.0,131.0,-2.9,-6.1,
2011-12,26,2TM,NBA,SG,62.0,35.0,1729.0,0.403,0.424,0.365,0.469,0.852,0.512,0.216,0.36,90.0,89.0,105.0,96.0,113.0,97.0,78.0,159.0,-29.1,-25.9,
2011-12,26,WAS,NBA,SG,40.0,32.0,1211.0,0.406,0.424,0.371,0.468,0.862,0.513,0.22,0.333,91.0,89.0,106.0,96.0,114.0,97.0,80.0,148.0,-23.0,-18.3,
2011-12,26,LAC,NBA,SG,22.0,3.0,518.0,0.394,0.426,0.353,0.472,0.821,0.509,0.202,0.44,88.0,89.0,101.0,97.0,109.0,97.0,73.0,195.0,-6.1,-7.6,
2012-13,27,PHI,NBA,SG,59.0,17.0,1411.0,0.413,0.449,0.357,0.482,0.82,0.525,0.236,0.387,91.0,93.0,100.0,97.0,109.0,98.0,87.0,159.0,-15.1,-11.7,
2013-14,28,LAL,NBA,SG,64.0,9.0,1810.0,0.435,0.468,0.386,0.511,0.825,0.564,0.321,0.394,96.0,96.0,107.0,102.0,109.0,104.0,113.0,152.0,18.1,46.7,6MOY-8
2014-15,29,LAL,NBA,SG,42.0,0.0,1000.0,0.366,0.363,0.369,0.453,0.892,0.52,0.311,0.473,81.0,75.0,105.0,91.0,119.0,97.0,114.0,176.0,-41.1,-15.1,
2015-16,30,LAL,NBA,SG,54.0,2.0,1033.0,0.339,0.363,0.325,0.442,0.829,0.483,0.204,0.637,75.0,74.0,92.0,88.0,110.0,89.0,74.0,224.0,-44.8,-46.9,
2016-17,31,LAL,NBA,SG,60.0,60.0,1556.0,0.43,0.481,0.404,0.564,0.856,0.588,0.142,0.665,94.0,96.0,113.0,110.0,111.0,106.0,53.0,210.0,63.7,48.0,
2017-18,32,GSW,NBA,SG,80.0,8.0,1393.0,0.412,0.481,0.377,0.538,0.862,0.562,0.133,0.668,89.0,94.0,104.0,103.0,112.0,101.0,53.0,198.0,16.3,6.4,
2018-19,33,DEN,NBA,SG,4.0,0.0,37.0,0.333,0.0,0.375,0.5,,0.5,0.0,0.889,72.0,0.0,106.0,95.0,,89.0,0.0,248.0,-0.4,-1.1,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,720.0,201.0,16419.0,0.418,0.446,0.376,0.493,0.836,0.536,0.236,0.399,92.0,92.0,105.0,98.0,110.0,99.0,83.0,154.0,-102.3,-72.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (5 Yrs),WAS (5 Yrs),WAS (5 Yrs),WAS (5 Yrs),,335.0,102.0,7661.0,0.431,0.45,0.38,0.483,0.829,0.527,0.243,0.272,94.0,93.0,106.0,97.0,109.0,98.0,81.0,122.0,-92.9,-91.4,
LAL (4 Yrs),LAL (4 Yrs),LAL (4 Yrs),LAL (4 Yrs),,220.0,71.0,5399.0,0.405,0.434,0.377,0.503,0.846,0.549,0.253,0.52,89.0,89.0,106.0,100.0,112.0,101.0,91.0,184.0,-4.1,32.7,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,80.0,8.0,1393.0,0.412,0.481,0.377,0.538,0.862,0.562,0.133,0.668,89.0,94.0,104.0,103.0,112.0,101.0,53.0,198.0,16.3,6.4,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,59.0,17.0,1411.0,0.413,0.449,0.357,0.482,0.82,0.525,0.236,0.387,91.0,93.0,100.0,97.0,109.0,98.0,87.0,159.0,-15.1,-11.7,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,22.0,3.0,518.0,0.394,0.426,0.353,0.472,0.821,0.509,0.202,0.44,88.0,89.0,101.0,97.0,109.0,97.0,73.0,195.0,-6.1,-7.6,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,4.0,0.0,37.0,0.333,0.0,0.375,0.5,,0.5,0.0,0.889,72.0,0.0,106.0,95.0,,89.0,0.0,248.0,-0.4,-1.1,
