"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2003-04,21,UTA,NBA,SG,57.0,0.0,772.0,44.0,56.0,0.0,0.0,0.0,-5.0,-4.3,29.0,15.0,35.0,4.0,18.0,,165.0,2.0,25.0,
2004-05,22,MIL,NBA,PG,80.0,80.0,2254.0,99.0,1.0,0.0,0.0,0.0,-2.8,1.2,119.0,48.0,93.0,15.0,44.0,,1025.0,8.0,41.0,
2005-06,23,MIL,NBA,PG,58.0,12.0,1531.0,61.0,39.0,0.0,0.0,0.0,-3.6,-3.9,63.0,22.0,60.0,8.0,40.0,28.0,514.0,10.0,27.0,6MOY-8
2006-07,24,MIL,NBA,PG,68.0,68.0,2472.0,77.0,23.0,0.0,0.0,0.0,-2.7,5.4,103.0,49.0,93.0,19.0,58.0,23.0,932.0,13.0,50.0,
2007-08,25,MIL,NBA,PG,66.0,66.0,2410.0,100.0,0.0,0.0,0.0,0.0,-7.2,0.7,95.0,58.0,96.0,13.0,64.0,30.0,922.0,15.0,46.0,
2008-09,26,CLE,NBA,PG,81.0,81.0,2834.0,100.0,0.0,0.0,0.0,0.0,11.3,3.4,91.0,48.0,97.0,16.0,55.0,39.0,744.0,9.0,42.0,AS
2009-10,27,CLE,NBA,PG,69.0,68.0,2359.0,100.0,0.0,0.0,0.0,0.0,5.1,-5.6,111.0,34.0,80.0,10.0,56.0,10.0,799.0,10.0,23.0,
2010-11,28,2TM,NBA,PG,58.0,56.0,1788.0,96.0,4.0,0.0,0.0,0.0,-9.6,-3.4,107.0,43.0,65.0,7.0,55.0,7.0,840.0,9.0,27.0,
2010-11,28,CLE,NBA,PG,36.0,34.0,1065.0,100.0,0.0,0.0,0.0,0.0,-13.8,-5.8,68.0,23.0,37.0,3.0,31.0,5.0,576.0,3.0,18.0,
2010-11,28,LAC,NBA,PG,22.0,22.0,723.0,91.0,9.0,0.0,0.0,0.0,-3.5,0.1,39.0,20.0,28.0,4.0,24.0,2.0,264.0,6.0,9.0,
2011-12,29,LAC,NBA,SG,52.0,1.0,1472.0,30.0,68.0,2.0,0.0,0.0,-1.2,-7.6,42.0,24.0,43.0,6.0,24.0,8.0,361.0,7.0,31.0,6MOY-8
2012-13,30,UTA,NBA,PG,46.0,46.0,1418.0,100.0,0.0,0.0,0.0,0.0,-3.0,-4.4,79.0,30.0,49.0,5.0,19.0,16.0,630.0,3.0,30.0,
2013-14,31,POR,NBA,PG,74.0,0.0,1834.0,100.0,0.0,0.0,0.0,0.0,1.2,-4.9,99.0,38.0,78.0,7.0,31.0,24.0,734.0,7.0,19.0,6MOY-13
