"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2001-02,23,IND,NBA,PG,5.0,5.0,88.0,0.421,0.444,0.0,0.421,0.667,0.443,0.158,0.053,95.0,96.0,0.0,88.0,89.0,85.0,54.0,29.0,
2002-03,24,IND,NBA,PG,6.0,6.0,185.0,0.571,0.545,0.615,0.686,0.5,0.677,0.171,0.371,129.0,118.0,176.0,145.0,66.0,130.0,57.0,204.0,
2003-04,25,IND,NBA,PG,16.0,16.0,422.0,0.398,0.478,0.296,0.463,0.938,0.496,0.13,0.439,91.0,104.0,85.0,98.0,125.0,96.0,43.0,235.0,
2004-05,26,IND,NBA,PG,9.0,9.0,247.0,0.36,0.423,0.111,0.371,0.571,0.397,0.236,0.202,80.0,90.0,31.0,77.0,76.0,75.0,73.0,103.0,
2005-06,27,IND,NBA,PG,1.0,0.0,7.0,0.333,1.0,0.0,0.333,,0.333,0.0,0.667,73.0,209.0,0.0,68.0,,62.0,0.0,330.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,33,UTA,NBA,PG,4.0,0.0,65.0,0.25,0.25,0.25,0.275,1.0,0.345,0.2,0.2,56.0,52.0,72.0,56.0,133.0,65.0,73.0,89.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,41.0,36.0,1014.0,0.398,0.447,0.293,0.445,0.72,0.471,0.173,0.318,89.0,96.0,84.0,93.0,96.0,90.0,56.0,168.0,
,,,,,,,,,,,,,,,,,,,,,,,,
IND (5 Yrs),IND (5 Yrs),IND (5 Yrs),IND (5 Yrs),,37.0,36.0,949.0,0.409,0.464,0.295,0.457,0.696,0.481,0.171,0.327,92.0,100.0,85.0,96.0,92.0,92.0,55.0,174.0,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,4.0,0.0,65.0,0.25,0.25,0.25,0.275,1.0,0.345,0.2,0.2,56.0,52.0,72.0,56.0,133.0,65.0,73.0,89.0,
