Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2015-16,20,BOS,NBA,SG,3,0,3.3,0.3,1.0,0.333,0.0,0.3,0.0,0.3,0.7,0.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,
2016-17,21,BOS,NBA,SG,10,0,3.9,0.5,1.5,0.333,0.5,1.4,0.357,0.0,0.1,0.0,0.5,0.0,0.0,0.1,0.6,0.7,0.3,0.0,0.0,0.1,0.2,1.5,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,13,0,3.8,0.5,1.4,0.333,0.4,1.2,0.333,0.1,0.2,0.333,0.472,0.0,0.0,0.1,0.5,0.5,0.2,0.0,0.0,0.2,0.2,1.3,
