Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2015-16,20,BOS,NBA,SG,3,0,10,4.9,14.6,0.333,0.0,4.9,0.0,4.9,9.8,0.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,4.9,9.8,49,109,
2016-17,21,BOS,NBA,SG,10,0,39,6.6,19.7,0.333,6.6,18.3,0.357,0.0,1.3,0.0,0.5,0.0,0.0,1.3,7.9,9.2,3.9,0.0,0.0,1.3,2.6,19.7,103,118,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,13,0,49,6.2,18.6,0.333,5.2,15.5,0.333,1.0,3.1,0.333,0.472,0.0,0.0,1.0,6.2,7.2,3.1,0.0,0.0,2.1,3.1,17.6,92,116,
