"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2010-11,24,NOH,NBA,SG,6.0,6.0,173.0,0.365,0.405,0.308,0.429,1.0,0.448,0.063,0.413,80.0,83.0,86.0,86.0,131.0,83.0,21.0,186.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,26,CHI,NBA,SG,12.0,7.0,325.0,0.411,0.467,0.34,0.486,0.879,0.547,0.308,0.439,91.0,97.0,95.0,98.0,117.0,102.0,114.0,180.0,
2013-14,27,SAS,NBA,SF,23.0,0.0,356.0,0.444,0.459,0.421,0.525,0.955,0.575,0.222,0.384,98.0,94.0,117.0,105.0,126.0,106.0,78.0,148.0,
2014-15,28,SAS,NBA,SG,7.0,0.0,116.0,0.513,0.667,0.467,0.692,0.846,0.727,0.333,0.769,114.0,137.0,133.0,140.0,113.0,136.0,122.0,287.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,31,PHI,NBA,SG,10.0,0.0,273.0,0.406,0.45,0.348,0.481,0.871,0.539,0.292,0.434,88.0,88.0,96.0,92.0,114.0,97.0,116.0,129.0,
2018-19,32,SAS,NBA,SG,7.0,0.0,131.0,0.368,0.353,0.381,0.474,0.833,0.504,0.158,0.553,80.0,68.0,107.0,90.0,109.0,90.0,61.0,154.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,65.0,13.0,1374.0,0.416,0.451,0.375,0.502,0.89,0.551,0.241,0.46,91.0,91.0,105.0,99.0,117.0,101.0,90.0,169.0,
,,,,,,,,,,,,,,,,,,,,,,,,
SAS (3 Yrs),SAS (3 Yrs),SAS (3 Yrs),SAS (3 Yrs),,37.0,0.0,603.0,0.443,0.46,0.427,0.551,0.902,0.595,0.233,0.506,97.0,93.0,120.0,109.0,119.0,110.0,84.0,180.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,12.0,7.0,325.0,0.411,0.467,0.34,0.486,0.879,0.547,0.308,0.439,91.0,97.0,95.0,98.0,117.0,102.0,114.0,180.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,10.0,0.0,273.0,0.406,0.45,0.348,0.481,0.871,0.539,0.292,0.434,88.0,88.0,96.0,92.0,114.0,97.0,116.0,129.0,
NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),,6.0,6.0,173.0,0.365,0.405,0.308,0.429,1.0,0.448,0.063,0.413,80.0,83.0,86.0,86.0,131.0,83.0,21.0,186.0,
