"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2016-17,25,POR,NBA,PG,4.0,0.0,47.0,0.421,18.3,0.421,0.263,0.0,0.053,0.105,0.579,0.375,0.4,0.0,0.5,0.455,0.0,0.4,0.0,0.0,0.0,0.0,0.0,
2017-18,26,POR,NBA,PG,2.0,0.0,35.0,0.455,11.8,0.636,0.455,0.0,0.182,0.0,0.364,0.714,0.8,0.5,,0.0,0.2,,0.0,0.0,0.0,0.0,0.0,
2018-19,27,BRK,NBA,PG,3.0,0.0,28.0,0.636,16.2,0.545,0.364,0.0,0.0,0.182,0.455,0.667,0.5,,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,9.0,0.0,110.0,0.488,15.4,0.512,0.341,0.0,0.073,0.098,0.488,0.571,0.571,0.333,0.75,0.4,0.083,0.25,0.0,0.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,1002.0,0.488,15.4,0.512,0.341,0.0,0.073,0.098,0.488,0.571,0.571,0.333,0.75,0.4,0.083,0.25,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),,6.0,0.0,82.0,0.433,15.1,0.5,0.333,0.0,0.1,0.067,0.5,0.533,0.6,0.333,0.5,0.333,0.125,0.4,0.0,0.0,0.0,0.0,0.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,3.0,0.0,28.0,0.636,16.2,0.545,0.364,0.0,0.0,0.182,0.455,0.667,0.5,,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
