Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2017-18,23,BOS,NBA,PF,73.0,0.0,1150.0,4.6,0.473,0.665,0.218,3.6,11.6,7.7,2.4,0.9,0.3,10.8,9.0,-0.2,1.3,1.2,0.048,-4.6,-0.1,-4.7,-0.8,
2018-19,24,BOS,NBA,PF,56.0,3.0,594.0,8.5,0.531,0.563,0.247,4.3,11.2,7.7,5.1,0.8,0.6,9.8,14.1,0.2,0.5,0.7,0.057,-2.8,-1.2,-4.0,-0.3,
2019-20,25,BOS,NBA,PF,69.0,6.0,1011.0,7.7,0.562,0.648,0.163,2.8,12.5,7.7,4.7,1.0,0.5,8.3,9.7,0.8,1.0,1.9,0.088,-2.1,0.4,-1.7,0.1,
2020-21,26,BOS,NBA,PF,56.0,15.0,950.0,8.3,0.553,0.715,0.145,3.6,13.7,8.6,5.1,0.9,0.0,8.2,11.6,0.7,0.6,1.2,0.063,-1.7,-0.7,-2.4,-0.1,
2021-22,27,2TM,NBA,PF,30.0,0.0,406.0,6.7,0.438,0.505,0.293,7.2,12.0,9.7,2.9,0.8,1.4,7.5,12.8,-0.1,0.3,0.2,0.029,-4.1,-1.6,-5.7,-0.4,
2021-22,27,MIL,NBA,PF,20.0,0.0,308.0,5.0,0.376,0.586,0.186,8.8,11.1,10.0,2.0,0.8,1.6,6.2,11.2,-0.1,0.2,0.1,0.011,-4.9,-1.7,-6.6,-0.4,
2021-22,27,LAC,NBA,PF,10.0,0.0,98.0,12.0,0.569,0.31,0.552,2.2,14.7,8.6,5.8,1.0,0.9,10.0,18.0,0.1,0.1,0.2,0.086,-1.7,-1.4,-3.1,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,284.0,24.0,4111.0,7.0,0.52,0.637,0.201,3.9,12.3,8.1,4.0,0.9,0.4,9.0,10.9,1.4,3.8,5.2,0.061,-3.0,-0.4,-3.4,-1.5,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,7.0,1187.0,7.0,0.52,0.637,0.201,3.9,12.3,8.1,4.0,0.9,0.4,9.0,10.9,0.4,1.1,1.5,0.061,-3.0,-0.4,-3.4,-0.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS (4 Yrs),BOS (4 Yrs),BOS (4 Yrs),BOS (4 Yrs),,254.0,24.0,3705.0,7.0,0.531,0.654,0.189,3.5,12.3,7.9,4.1,0.9,0.3,9.2,10.7,1.5,3.5,5.0,0.064,-2.9,-0.3,-3.2,-1.1,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,20.0,0.0,308.0,5.0,0.376,0.586,0.186,8.8,11.1,10.0,2.0,0.8,1.6,6.2,11.2,-0.1,0.2,0.1,0.011,-4.9,-1.7,-6.6,-0.4,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,10.0,0.0,98.0,12.0,0.569,0.31,0.552,2.2,14.7,8.6,5.8,1.0,0.9,10.0,18.0,0.1,0.1,0.2,0.086,-1.7,-1.4,-3.1,0.0,
