Season,Team,Lg,Salary
2014-15,Toronto Raptors,NBA,"$1,762,680"
2015-16,Toronto Raptors,NBA,"$1,842,000"
2016-17,Toronto Raptors,NBA,"$1,921,320"
2017-18,Toronto Raptors,NBA,"$2,947,305"
Career,(may be incomplete),,"$8,473,305"
