Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2015-16,23,TOR,NBA,C,5,0,29,3,4,0.75,0,0,3,4,0.75,0.75,0,0,,1,7,8,0,0,0,0,3,6,0,
2016-17,24,TOR,NBA,C,3,0,7,1,2,0.5,0,0,1,2,0.5,0.5,1,2,0.5,2,3,5,0,0,0,0,1,3,0,
2017-18,25,TOR,NBA,C,5,0,24,0,1,0.0,0,0,0,1,0.0,0.0,1,2,0.5,0,1,1,1,0,0,3,6,1,0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,13,0,60,4,7,0.571,0,0,4,7,0.571,0.571,2,4,0.5,3,11,14,1,0,0,3,10,10,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,378,25,44,0.571,0,0,25,44,0.571,0.571,13,25,0.5,19,69,88,6,0,0,19,63,63,0,
