"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2013-14,23,POR,NBA,WC1,HOU,W (4-2),6.0,9.7,2.8,2.5,0.3,0.7,0.7,7.0,15.0,0.467,0.0,0.0,7.0,15.0,0.467,0.467,3.0,4.0,0.75,6.0,9.0,15.0,2.0,4.0,4.0,5.0,11.0,17.0,
2013-14,23,POR,NBA,WCS,SAS,L (1-4),5.0,12.8,3.0,2.6,0.8,0.2,0.2,6.0,16.0,0.375,0.0,0.0,6.0,16.0,0.375,0.375,3.0,3.0,1.0,4.0,9.0,13.0,4.0,1.0,1.0,0.0,12.0,15.0,
1 Yr (2 Series),1 Yr (2 Series),1 Yr (2 Series),1 Yr (2 Series),1 Yr (2 Series),1 Yr (2 Series),1-1,11.0,11.1,2.9,2.5,0.5,0.5,0.5,13.0,31.0,0.419,0.0,0.0,13.0,31.0,0.419,0.419,6.0,7.0,0.857,10.0,18.0,28.0,6.0,5.0,5.0,5.0,23.0,32.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),1-0,6.0,9.7,2.8,2.5,0.3,0.7,0.7,7.0,15.0,0.467,0.0,0.0,7.0,15.0,0.467,0.467,3.0,4.0,0.75,6.0,9.0,15.0,2.0,4.0,4.0,5.0,11.0,17.0,
WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),0-1,5.0,12.8,3.0,2.6,0.8,0.2,0.2,6.0,16.0,0.375,0.0,0.0,6.0,16.0,0.375,0.375,3.0,3.0,1.0,4.0,9.0,13.0,4.0,1.0,1.0,0.0,12.0,15.0,
