"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2017-18,24,BOS,NBA,SF,11.0,0.0,33.0,0.333,0.455,0.0,0.333,0.5,0.358,0.267,0.267,72.0,89.0,0.0,64.0,65.0,64.0,106.0,79.0,
2018-19,25,OKC,NBA,SF,3.0,0.0,5.0,0.5,0.5,,0.5,,0.5,0.0,0.0,109.0,96.0,,95.0,,89.0,0.0,0.0,
2019-20,26,OKC,NBA,SF,3.0,0.0,25.0,0.143,0.0,0.2,0.214,0.5,0.254,0.286,0.714,31.0,0.0,56.0,41.0,65.0,45.0,110.0,186.0,
2020-21,27,PHO,NBA,SF,5.0,0.0,29.0,0.333,0.5,0.0,0.333,,0.333,0.0,0.333,72.0,94.0,0.0,62.0,,58.0,0.0,85.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,22.0,0.0,92.0,0.3,0.421,0.091,0.317,0.5,0.337,0.2,0.367,65.0,82.0,25.0,60.0,65.0,60.0,79.0,100.0,
,,,,,,,,,,,,,,,,,,,,,,,,
OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),,6.0,0.0,30.0,0.222,0.25,0.2,0.278,0.5,0.304,0.222,0.556,48.0,48.0,56.0,53.0,65.0,54.0,85.0,145.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,11.0,0.0,33.0,0.333,0.455,0.0,0.333,0.5,0.358,0.267,0.267,72.0,89.0,0.0,64.0,65.0,64.0,106.0,79.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,5.0,0.0,29.0,0.333,0.5,0.0,0.333,,0.333,0.0,0.333,72.0,94.0,0.0,62.0,,58.0,0.0,85.0,
