"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2009-10,26,BOS,NBA,EC1,MIA,W (4-1),1.0,18.0,2.0,6.0,0.0,0.0,0.0,1.0,4.0,0.25,0.0,0.0,1.0,4.0,0.25,0.25,0.0,0.0,,2.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,
2009-10,26,BOS,NBA,ECS,CLE,W (4-2),3.0,3.7,3.0,0.7,0.0,0.3,0.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,3.0,4.0,0.75,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,9.0,
2009-10,26,BOS,NBA,ECF,ORL,W (4-2),2.0,5.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,
2009-10,26,BOS,NBA,FIN,LAL,L (3-4),2.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,
1 Yr (4 Series),1 Yr (4 Series),1 Yr (4 Series),1 Yr (4 Series),1 Yr (4 Series),1 Yr (4 Series),3-1,8.0,7.1,1.6,1.6,0.0,0.1,0.0,4.0,9.0,0.444,0.0,0.0,4.0,9.0,0.444,0.444,5.0,6.0,0.833,2.0,11.0,13.0,0.0,1.0,0.0,6.0,8.0,13.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),1-0,1.0,18.0,2.0,6.0,0.0,0.0,0.0,1.0,4.0,0.25,0.0,0.0,1.0,4.0,0.25,0.25,0.0,0.0,,2.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,
ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),1-0,3.0,3.7,3.0,0.7,0.0,0.3,0.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,3.0,4.0,0.75,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,9.0,
ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),1-0,2.0,5.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,
FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),0-1,2.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,
