Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,33.0,UTA,NBA,PG,1,0,12:00,1,6,0.167,1,5,0.2,0,0,,0,1,2,1,0,1,1,3
Career,,,NBA,,1,0,12,1,6,0.167,1,5,0.2,0,0,,0,1,2,1,0,1,1,3
