Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2010-11,23,MEM,NBA,PG,13.0,13.0,507.0,5.0,13.0,0.388,0.8,2.6,0.297,4.3,10.4,0.411,0.418,3.1,3.8,0.83,0.5,3.1,3.6,5.9,1.0,0.2,2.1,2.8,14.0,
2011-12,24,MEM,NBA,PG,7.0,7.0,277.0,4.2,9.9,0.421,1.4,2.9,0.5,2.7,7.0,0.389,0.493,3.1,4.2,0.75,0.5,2.5,3.0,6.5,0.8,0.0,2.1,2.5,12.9,
2012-13,25,MEM,NBA,PG,15.0,15.0,575.0,5.2,13.5,0.384,1.1,4.0,0.281,4.1,9.5,0.428,0.426,4.4,5.8,0.763,0.8,3.7,4.4,6.7,1.6,0.3,2.1,2.1,16.0,
2013-14,26,MEM,NBA,PG,7.0,7.0,267.0,5.9,13.8,0.431,0.4,3.6,0.111,5.5,10.1,0.547,0.446,2.7,3.5,0.769,0.7,3.6,4.3,7.4,1.9,0.1,2.0,1.9,15.0,
2014-15,27,MEM,NBA,PG,8.0,8.0,243.0,6.1,14.2,0.427,1.5,4.9,0.303,4.6,9.3,0.492,0.479,3.4,4.1,0.821,0.0,1.3,1.3,5.9,1.6,0.0,1.8,1.5,17.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,29,MEM,NBA,PG,6.0,6.0,224.0,8.0,16.6,0.485,2.7,6.1,0.447,5.3,10.4,0.508,0.568,5.0,5.9,0.838,0.2,3.1,3.2,6.8,1.6,0.5,1.9,1.8,23.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,32,UTA,NBA,PG,5.0,5.0,165.0,6.8,14.0,0.484,3.9,7.4,0.529,2.8,6.5,0.433,0.625,4.1,4.8,0.864,0.7,2.4,3.1,5.7,1.7,0.2,1.1,2.2,21.6,
2020-21,33,UTA,NBA,PG,6.0,6.0,176.0,5.9,13.9,0.426,3.7,7.6,0.486,2.3,6.3,0.355,0.559,3.3,3.3,1.0,0.6,3.7,4.3,9.4,0.2,0.6,2.9,3.1,18.8,
2021-22,34,UTA,NBA,PG,6.0,6.0,174.0,3.9,11.8,0.333,1.0,5.2,0.2,2.9,6.6,0.438,0.377,2.5,3.1,0.8,0.4,3.5,3.9,6.0,1.0,0.4,2.7,3.9,11.4,
2022-23,35,MIN,NBA,PG,5.0,5.0,183.0,3.9,8.3,0.476,2.0,4.3,0.455,2.0,3.9,0.5,0.595,2.0,2.2,0.909,0.4,2.2,2.6,6.3,0.6,0.0,1.4,2.2,11.8,
2023-24,36,MIN,NBA,PG,15.0,15.0,474.0,4.7,11.0,0.428,2.3,5.8,0.395,2.4,5.2,0.464,0.531,1.5,2.1,0.714,0.8,3.6,4.4,6.5,1.6,0.2,1.5,2.9,13.2,
2024-25,37,MIN,NBA,PG,15.0,15.0,356.0,2.9,9.7,0.302,2.0,6.1,0.333,0.9,3.6,0.25,0.406,1.2,1.3,0.923,1.2,3.2,4.4,5.1,0.9,0.3,1.2,2.1,9.1,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,108.0,108.0,3621.0,5.1,12.4,0.409,1.7,4.7,0.36,3.4,7.7,0.44,0.478,3.0,3.7,0.807,0.6,3.1,3.7,6.4,1.3,0.2,1.9,2.4,14.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (6 Yrs),MEM (6 Yrs),MEM (6 Yrs),MEM (6 Yrs),,56.0,56.0,2093.0,5.5,13.3,0.414,1.2,3.8,0.317,4.3,9.5,0.452,0.459,3.7,4.6,0.792,0.5,3.0,3.5,6.5,1.4,0.2,2.0,2.2,15.9,
MIN (3 Yrs),MIN (3 Yrs),MIN (3 Yrs),MIN (3 Yrs),,35.0,35.0,1013.0,3.9,10.1,0.392,2.1,5.6,0.38,1.8,4.4,0.408,0.498,1.5,1.8,0.808,0.9,3.2,4.1,6.0,1.2,0.2,1.4,2.5,11.5,
UTA (3 Yrs),UTA (3 Yrs),UTA (3 Yrs),UTA (3 Yrs),,17.0,17.0,515.0,5.5,13.2,0.418,2.9,6.7,0.427,2.7,6.5,0.409,0.526,3.3,3.7,0.887,0.6,3.2,3.8,7.1,1.0,0.4,2.2,3.1,17.2,
