Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,25.0,IND,NBA,C,1,0,10:11,1,3,0.333,0,0,,1,1,1.0,1,3,1,0,0,0,0,3
2013-14,27.0,IND,NBA,C,1,0,12:19,4,5,0.8,0,1,0.0,0,0,,1,5,2,0,0,1,0,8
Career,,,NBA,,2,0,23,5,8,0.625,0,1,0.0,1,1,1.0,2,8,3,0,0,1,0,11
