Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2006-07,25,TOR,NBA,SF,3,0,11,35.6,1.136,11.3,43.6,27.8,13.4,4.9,0.0,27.5,16.0,0.1,0.0,0.1,0.576,3.0,9.7,12.7,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,11,35.6,1.136,11.3,43.6,27.8,13.4,4.9,0.0,27.5,16.0,0.1,0.0,0.1,0.576,3.0,9.7,12.7,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,301,35.6,1.136,11.3,43.6,27.8,13.4,4.9,0.0,27.5,16.0,2.9,0.8,3.6,0.576,3.0,9.7,12.7,1.2,
