Season,Team,Lg,Salary
2003-04,Memphis Grizzlies,NBA,"$1,285,440"
2004-05,Memphis Grizzlies,NBA,"$1,381,920"
2005-06,Memphis Grizzlies,NBA,"$1,478,280"
Career,(may be incomplete),,"$4,145,640"
