Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2024-25,23,DET,NBA,C,1,0,19,1.9,3.8,0.5,0.0,0.0,1.9,3.8,0.5,0.5,0.0,0.0,1.9,7.6,9.5,1.9,0.0,3.8,0.0,9.5,3.8,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,19,1.9,3.8,0.5,0.0,0.0,1.9,3.8,0.5,0.5,0.0,0.0,1.9,7.6,9.5,1.9,0.0,3.8,0.0,9.5,3.8,
