Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2007-08,27,HOU,NBA,PF,6.0,6.0,220.0,7.7,17.2,0.448,0.0,0.3,0.0,7.7,17.0,0.455,0.448,6.2,9.0,0.686,6.2,8.2,14.4,2.1,1.0,0.3,3.1,7.7,21.6,106.0,108.0,
2008-09,28,HOU,NBA,PF,13.0,13.0,424.0,10.0,20.2,0.494,0.0,0.0,,10.0,20.2,0.494,0.494,4.3,6.3,0.673,3.6,10.5,14.1,3.0,0.9,0.4,2.9,5.8,24.2,106.0,106.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,33,IND,NBA,PF,18.0,0.0,243.0,10.7,23.5,0.457,0.2,0.7,0.333,10.5,22.8,0.461,0.462,2.9,4.9,0.591,2.5,6.9,9.4,2.0,1.3,0.7,1.6,6.5,24.6,98.0,106.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,35,TOR,NBA,PF,11.0,9.0,140.0,3.1,11.9,0.258,1.5,8.1,0.19,1.5,3.8,0.4,0.323,3.1,4.2,0.727,0.8,6.1,6.9,2.7,1.2,0.0,1.9,8.4,10.7,84.0,110.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,48.0,28.0,1027.0,8.7,19.2,0.454,0.3,1.3,0.2,8.5,17.9,0.473,0.461,4.2,6.3,0.667,3.5,8.6,12.0,2.5,1.1,0.4,2.5,6.7,21.9,102.0,107.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),,19.0,19.0,644.0,9.2,19.2,0.48,0.0,0.1,0.0,9.2,19.1,0.482,0.48,4.9,7.2,0.679,4.5,9.7,14.2,2.7,0.9,0.3,2.9,6.5,23.4,106.0,106.0,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,18.0,0.0,243.0,10.7,23.5,0.457,0.2,0.7,0.333,10.5,22.8,0.461,0.462,2.9,4.9,0.591,2.5,6.9,9.4,2.0,1.3,0.7,1.6,6.5,24.6,98.0,106.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,11.0,9.0,140.0,3.1,11.9,0.258,1.5,8.1,0.19,1.5,3.8,0.4,0.323,3.1,4.2,0.727,0.8,6.1,6.9,2.7,1.2,0.0,1.9,8.4,10.7,84.0,110.0,
