"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2023-24,20,IND,NBA,EC1,MIL,W (4-2),4.0,2.8,0.0,0.3,0.5,0.0,0.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,
2023-24,20,IND,NBA,ECS,NYK,W (4-3),4.0,3.8,1.3,0.3,0.5,0.3,0.0,2.0,7.0,0.286,0.0,2.0,0.0,2.0,5.0,0.4,0.286,1.0,2.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0,5.0,
2023-24,20,IND,NBA,ECF,BOS,L (0-4),1.0,5.0,3.0,2.0,0.0,1.0,0.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,
2024-25,21,IND,NBA,EC1,MIL,W (4-1),5.0,13.2,4.0,3.2,0.6,0.2,0.2,7.0,15.0,0.467,6.0,10.0,0.6,1.0,5.0,0.2,0.667,0.0,0.0,,0.0,16.0,16.0,3.0,1.0,1.0,2.0,6.0,20.0,
2024-25,21,IND,NBA,ECS,CLE,W (4-1),5.0,6.0,1.6,0.6,1.0,0.0,0.0,3.0,14.0,0.214,0.0,6.0,0.0,3.0,8.0,0.375,0.214,2.0,4.0,0.5,0.0,3.0,3.0,5.0,0.0,0.0,3.0,2.0,8.0,
2024-25,21,IND,NBA,ECF,NYK,W (4-2),2.0,10.0,4.0,1.0,0.0,0.5,0.5,3.0,5.0,0.6,2.0,4.0,0.5,1.0,1.0,1.0,0.8,0.0,0.0,,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,8.0,
2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),5-1,21.0,7.0,2.1,1.2,0.6,0.2,0.1,16.0,44.0,0.364,8.0,23.0,0.348,8.0,21.0,0.381,0.455,4.0,7.0,0.571,3.0,22.0,25.0,12.0,4.0,3.0,13.0,12.0,44.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),2-0,9.0,8.6,2.2,1.9,0.6,0.1,0.2,7.0,15.0,0.467,6.0,10.0,0.6,1.0,5.0,0.2,0.667,0.0,0.0,,0.0,17.0,17.0,5.0,1.0,2.0,3.0,6.0,20.0,
ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),2-0,9.0,5.0,1.4,0.4,0.8,0.1,0.0,5.0,21.0,0.238,0.0,8.0,0.0,5.0,13.0,0.385,0.238,3.0,6.0,0.5,0.0,4.0,4.0,7.0,1.0,0.0,7.0,3.0,13.0,
ECF (2 Series),ECF (2 Series),ECF (2 Series),ECF (2 Series),ECF (2 Series),ECF (2 Series),1-1,3.0,8.3,3.7,1.3,0.0,0.7,0.3,4.0,8.0,0.5,2.0,5.0,0.4,2.0,3.0,0.667,0.625,1.0,1.0,1.0,3.0,1.0,4.0,0.0,2.0,1.0,3.0,3.0,11.0,
