Season,Age,Team,Lg,Pos,G,GS,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2011-12,25,BOS,NBA,C,2,0,6,-10.5,0.0,19.1,9.9,0.0,0.0,0.0,100.0,8.2,0.0,0.0,0.0,-0.207,-15.6,-1.5,-17.0,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,6,-10.5,0.0,19.1,9.9,0.0,0.0,0.0,100.0,8.2,0.0,0.0,0.0,-0.207,-15.6,-1.5,-17.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,246,-10.5,0.0,19.1,9.9,0.0,0.0,0.0,100.0,8.2,-1.3,0.3,-1.1,-0.207,-15.6,-1.5,-17.0,-1.0,
