Season,Team,Lg,Salary
2019-20,Brooklyn Nets,NBA,"$898,310"
2020-21,Brooklyn Nets,NBA,"$1,517,981"
2021-22,Brooklyn Nets,NBA,"$1,782,621"
2022-23,Brooklyn Nets,NBA,"$8,500,000"
2023-24,Brooklyn Nets,NBA,"$9,625,000"
2024-25,Brooklyn Nets,NBA,"$27,556,817"
Career,(may be incomplete),,"$49,880,729"
