Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2007-08,21,2TM,NBA,PF,11.0,0.0,36.0,7.3,29.0,0.25,0.0,0.0,7.3,29.0,0.25,0.25,0.0,0.0,5.8,11.6,17.4,4.4,1.5,1.5,0.0,4.4,14.5,72.0,105.0,
2007-08,21,SAS,NBA,SF,1.0,0.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,79.0,
2007-08,21,LAC,NBA,PF,10.0,0.0,34.0,7.7,29.1,0.263,0.0,0.0,7.7,29.1,0.263,0.263,0.0,0.0,6.1,12.3,18.4,4.6,1.5,0.0,0.0,4.6,15.3,75.0,107.0,
2008-09,22,SAS,NBA,PF,2.0,0.0,3.0,36.2,36.2,1.0,0.0,0.0,36.2,36.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,72.4,200.0,112.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,13.0,0.0,39.0,9.4,29.6,0.318,0.0,0.0,9.4,29.6,0.318,0.318,0.0,0.0,5.4,10.7,16.1,4.0,1.3,1.3,0.0,5.4,18.8,78.0,106.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),,3.0,0.0,5.0,21.7,32.5,0.667,0.0,0.0,21.7,32.5,0.667,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,10.8,43.4,111.0,98.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,10.0,0.0,34.0,7.7,29.1,0.263,0.0,0.0,7.7,29.1,0.263,0.263,0.0,0.0,6.1,12.3,18.4,4.6,1.5,0.0,0.0,4.6,15.3,75.0,107.0,
