0
2007-08 NBA 1636 (17th)
2009-10 NBA 1631 (12th)
2010-11 NBA 1929 (8th)
2011-12 NBA 1181 (14th)
2012-13 NBA 1577 (8th)
2013-14 NBA 1560 (16th)
2014-15 NBA 1513 (11th)
