Season,Team,Lg,Salary
2002-03,Utah Jazz,NBA,"$1,113,720"
2003-04,Utah Jazz,NBA,"$1,187,240"
2004-05,Utah Jazz,NBA,"$1,280,880"
2005-06,Boston Celtics,NBA,"$1,969,993"
Career,(may be incomplete),,"$5,551,833"
