"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2011-12,20,SAS,NBA,SF,64,39,1534,0,20,73,7,0,5.5,-4.6,12,7,38,9,46,3,174,12,30,ROY-4
2012-13,21,SAS,NBA,SF,58,57,1810,0,3,92,5,0,10.0,5.8,22,19,48,11,45,5,213,6,28,
2013-14,22,SAS,NBA,SF,66,65,1923,0,0,87,13,0,10.1,3.8,27,21,65,19,62,5,317,23,34,"DPOY-11,DEF2"
2014-15,23,SAS,NBA,SF,64,64,2033,0,1,89,9,0,12.0,11.2,41,29,53,17,111,5,369,26,33,"MVP-10,DPOY-1,DEF1"
2015-16,24,SAS,NBA,SF,72,72,2380,0,5,90,6,0,14.3,7.1,38,32,50,15,133,11,425,39,29,"MVP-2,DPOY-1,AS,NBA1,DEF1"
2016-17,25,SAS,NBA,SF,74,74,2474,0,8,89,4,0,8.5,1.6,63,54,48,15,222,13,641,47,33,"MVP-3,DPOY-3,AS,NBA1,DEF1"
2017-18,26,SAS,NBA,SF,9,9,210,0,4,86,9,0,3.8,0.9,11,2,4,2,19,0,49,2,5,
2018-19,27,TOR,NBA,SF,60,60,2040,0,1,87,12,0,8.5,5.3,43,49,33,11,181,7,501,48,49,"MVP-9,DPOY-6,AS,NBA2,DEF2"
2019-20,28,LAC,NBA,SF,57,57,1848,0,46,48,6,0,12.0,11.5,59,42,37,24,167,7,684,45,40,"MVP-5,DPOY-8,AS,NBA2,DEF2"
2020-21,29,LAC,NBA,SF,52,52,1773,1,59,38,3,0,12.8,12.8,39,38,30,14,117,4,695,28,28,"MVP-13,AS,NBA1,DEF2"
2021-22,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2022-23,31,LAC,NBA,SF,52,50,1748,1,45,46,9,0,5.9,9.3,34,29,44,7,123,4,515,33,25,
2023-24,32,LAC,NBA,SF,68,68,2330,0,5,62,32,2,8.5,11.9,53,38,44,12,122,9,607,44,30,"AS,NBA2"
2024-25,33,LAC,NBA,SF,37,37,1180,0,0,15,80,5,12.7,11.5,28,32,23,6,57,0,280,14,11,
2025-26,34,LAC,NBA,SF,6,6,201,0,0,47,53,0,-10.7,-8.2,4,7,2,0,11,0,51,4,1,
14 Yrs,14 Yrs,14 Yrs,14 Yrs,,739,710,23484,0,15,71,14,0,9.8,7.0,474,399,519,162,1416,73,5521,371,376,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,79,2606,0,15,71,14,0,9.8,7.0,53,44,58,18,157,8,613,41,42,
,,,,,,,,,,,,,,,,,,,,,,,,
SAS (7 Yrs),SAS (7 Yrs),SAS (7 Yrs),SAS (7 Yrs),,407,380,12364,0,6,87,7,0,10.2,4.4,214,164,306,88,638,42,2188,155,192,
LAC (6 Yrs),LAC (6 Yrs),LAC (6 Yrs),LAC (6 Yrs),,272,270,9080,0,31,45,23,1,9.7,11.0,217,186,180,63,597,24,2832,168,135,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,60,60,2040,0,1,87,12,0,8.5,5.3,43,49,33,11,181,7,501,48,49,
