Season,Team,Lg,Salary
2012-13,Portland Trail Blazers,NBA,"$1,300,000"
2013-14,Portland Trail Blazers,NBA,"$1,330,000"
2014-15,Denver Nuggets,NBA,"$1,370,000"
Career,(may be incomplete),,"$4,000,000"
