Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,28.0,PHI,NBA,SF,1,0,14:11,6,7,0.857,0,1,0.0,0,0,,1,4,2,1,1,1,0,12
Career,,,NBA,,1,0,14,6,7,0.857,0,1,0.0,0,0,,1,4,2,1,1,1,0,12
