Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2020-21,20,DAL,NBA,PG,11.0,0.0,56.0,6.0,0.318,0.438,0.188,0.0,11.7,5.9,14.0,4.4,0.0,10.4,15.3,-0.1,0.1,-0.1,-0.049,-7.5,2.6,-5.0,0.0,
2021-22,21,MEM,NBA,PG,2.0,0.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.222,-3.4,2.5,-1.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,13.0,0.0,59.0,6.7,0.355,0.412,0.176,0.0,11.1,5.6,13.3,4.2,0.0,9.8,15.2,-0.1,0.1,0.0,-0.035,-7.3,2.6,-4.8,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,372.0,6.7,0.355,0.412,0.176,0.0,11.1,5.6,13.3,4.2,0.0,9.8,15.2,-0.8,0.5,-0.3,-0.035,-7.3,2.6,-4.8,-0.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,11.0,0.0,56.0,6.0,0.318,0.438,0.188,0.0,11.7,5.9,14.0,4.4,0.0,10.4,15.3,-0.1,0.1,-0.1,-0.049,-7.5,2.6,-5.0,0.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,2.0,0.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.222,-3.4,2.5,-1.0,0.0,
