"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2022-23,22,MIL,NBA,SF,52.0,11.0,701.0,1.0,41.0,52.0,6.0,0.0,-5.6,-11.2,16.0,11.0,37.0,7.0,18.0,3.0,91.0,2.0,17.0,
2023-24,23,MIL,NBA,SF,48.0,1.0,608.0,0.0,21.0,69.0,10.0,0.0,-0.9,-4.3,11.0,10.0,28.0,1.0,14.0,1.0,72.0,1.0,17.0,
2024-25,24,3TM,NBA,SF,35.0,0.0,156.0,0.0,4.0,50.0,46.0,0.0,0.5,-2.2,7.0,4.0,7.0,1.0,9.0,1.0,26.0,0.0,5.0,
2024-25,24,MIL,NBA,SF,26.0,0.0,122.0,0.0,6.0,44.0,51.0,0.0,3.6,1.3,5.0,4.0,6.0,1.0,6.0,1.0,17.0,0.0,5.0,
2024-25,24,LAC,NBA,SF,3.0,0.0,17.0,0.0,0.0,74.0,26.0,0.0,2.3,-2.3,1.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,
2024-25,24,NYK,NBA,SF,6.0,0.0,17.0,0.0,0.0,68.0,32.0,0.0,-23.3,-27.6,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,135.0,12.0,1465.0,1.0,28.0,59.0,12.0,0.0,-3.0,-7.4,34.0,25.0,72.0,9.0,41.0,5.0,189.0,3.0,39.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,7.0,890.0,1.0,28.0,59.0,12.0,0.0,-3.0,-7.4,21.0,15.0,44.0,5.0,25.0,3.0,115.0,2.0,24.0,
,,,,,,,,,,,,,,,,,,,,,,,,
MIL (3 Yrs),MIL (3 Yrs),MIL (3 Yrs),MIL (3 Yrs),,126.0,12.0,1431.0,1.0,29.0,59.0,12.0,0.0,-2.8,-7.2,32.0,25.0,71.0,9.0,38.0,5.0,180.0,3.0,39.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,6.0,0.0,17.0,0.0,0.0,68.0,32.0,0.0,-23.3,-27.6,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,3.0,0.0,17.0,0.0,0.0,74.0,26.0,0.0,2.3,-2.3,1.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,
