"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2016-17,19,MIL,NBA,C,6.0,6.0,116.0,0.387,0.476,0.2,0.419,0.818,0.488,0.355,0.323,85.0,95.0,56.0,82.0,106.0,88.0,131.0,102.0,
2017-18,20,MIL,NBA,C,6.0,2.0,130.0,0.393,0.625,0.3,0.5,0.714,0.531,0.25,0.714,85.0,122.0,83.0,96.0,93.0,95.0,99.0,212.0,
2018-19,21,DET,NBA,PF,4.0,2.0,69.0,0.269,0.5,0.0,0.269,0.889,0.367,0.346,0.462,58.0,96.0,0.0,51.0,116.0,66.0,134.0,129.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,16.0,10.0,315.0,0.353,0.512,0.19,0.4,0.815,0.464,0.318,0.494,77.0,100.0,53.0,77.0,106.0,84.0,121.0,146.0,
,,,,,,,,,,,,,,,,,,,,,,,,
MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),,12.0,8.0,246.0,0.39,0.517,0.267,0.458,0.778,0.508,0.305,0.508,85.0,102.0,74.0,88.0,101.0,92.0,116.0,154.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,4.0,2.0,69.0,0.269,0.5,0.0,0.269,0.889,0.367,0.346,0.462,58.0,96.0,0.0,51.0,116.0,66.0,134.0,129.0,
